session_id,user_id,restaurant_id,timestamp,city,device,meal_time,is_weekend,day_of_week
S000675,U02142,R0214,2026-01-22 15:03:31,Delhi,mobile,snack,False,Thursday
S000676,U03811,R0340,2026-01-29 07:39:31,Delhi,mobile,breakfast,False,Thursday
S000677,U04876,R0630,2025-12-10 10:41:31,Hyderabad,mobile,breakfast,False,Wednesday
S000678,U01828,R0605,2025-12-23 12:52:31,Hyderabad,mobile,lunch,False,Tuesday
S000679,U03510,R0295,2025-12-12 21:30:31,Kolkata,mobile,dinner,False,Friday
S000680,U01876,R0478,2025-12-02 13:53:31,Hyderabad,mobile,lunch,False,Tuesday
S000681,U04661,R0616,2026-02-17 22:35:31,Mumbai,web,late_night,False,Tuesday
S000682,U00305,R0079,2025-12-19 10:36:31,Bangalore,mobile,breakfast,False,Friday
S000683,U03719,R0795,2025-12-21 15:56:31,Mumbai,web,snack,True,Sunday
S000684,U01736,R0307,2025-12-26 20:47:31,Kolkata,mobile,dinner,False,Friday
S000685,U01524,R0735,2026-01-16 14:22:31,Hyderabad,mobile,lunch,False,Friday
S000686,U04135,R0146,2026-01-24 07:19:31,Delhi,mobile,breakfast,True,Saturday
S000687,U03071,R0234,2026-02-06 13:44:31,Mumbai,mobile,lunch,False,Friday
S000688,U00674,R0686,2026-01-31 12:11:31,Mumbai,mobile,lunch,True,Saturday
S000689,U00863,R0138,2026-01-02 18:17:31,Mumbai,web,dinner,False,Friday
S000690,U00271,R0059,2025-12-28 12:55:31,Kolkata,mobile,lunch,True,Sunday
S000691,U04746,R0146,2025-11-28 10:03:31,Delhi,mobile,breakfast,False,Friday
S000692,U02206,R0123,2025-12-12 00:35:31,Bangalore,mobile,late_night,False,Friday
S000693,U02827,R0483,2025-12-03 21:56:31,Hyderabad,mobile,dinner,False,Wednesday
S000694,U01894,R0049,2025-12-07 22:58:31,Delhi,web,late_night,True,Sunday
S000695,U02910,R0366,2026-01-27 07:34:31,Kolkata,mobile,breakfast,False,Tuesday
S000696,U02859,R0642,2026-01-02 18:51:31,Mumbai,web,dinner,False,Friday
S000697,U04783,R0418,2025-12-10 12:58:31,Bangalore,mobile,lunch,False,Wednesday
S000698,U00801,R0375,2026-02-07 08:27:31,Kolkata,web,breakfast,True,Saturday
S000699,U03054,R0375,2025-12-20 21:37:31,Kolkata,mobile,dinner,True,Saturday
S000700,U02299,R0501,2026-01-04 14:45:31,Mumbai,mobile,lunch,True,Sunday
S000701,U03148,R0184,2025-12-09 14:53:31,Pune,mobile,lunch,False,Tuesday
S000702,U01944,R0224,2025-12-23 00:16:31,Pune,web,late_night,False,Tuesday
S000703,U00102,R0604,2025-12-25 13:08:31,Pune,mobile,lunch,False,Thursday
S000704,U02603,R0177,2025-12-25 21:04:31,Pune,web,dinner,False,Thursday
S000705,U04930,R0691,2026-01-05 22:41:31,Bangalore,mobile,late_night,False,Monday
S000706,U01769,R0210,2025-12-31 23:21:31,Delhi,mobile,late_night,False,Wednesday
S000707,U00616,R0214,2026-01-11 20:29:31,Delhi,web,dinner,True,Sunday
S000708,U02175,R0424,2026-02-05 20:12:31,Pune,mobile,dinner,False,Thursday
S000709,U00886,R0518,2025-11-28 07:52:31,Hyderabad,mobile,breakfast,False,Friday
S000710,U03243,R0404,2026-01-28 23:08:31,Chennai,web,late_night,False,Wednesday
S000711,U01903,R0615,2025-12-18 11:07:31,Bangalore,web,lunch,False,Thursday
S000712,U04659,R0448,2026-01-31 12:43:31,Pune,mobile,lunch,True,Saturday
S000713,U04204,R0324,2026-01-09 18:13:31,Delhi,web,dinner,False,Friday
S000714,U02015,R0248,2026-01-25 15:57:31,Delhi,web,snack,True,Sunday
S000715,U02574,R0039,2026-02-03 10:23:31,Delhi,tablet,breakfast,False,Tuesday
S000716,U03768,R0026,2026-01-19 03:02:31,Bangalore,mobile,late_night,False,Monday
S000717,U01551,R0084,2025-12-01 22:11:31,Mumbai,mobile,late_night,False,Monday
S000718,U03576,R0584,2026-01-31 12:45:31,Mumbai,mobile,lunch,True,Saturday
S000719,U03782,R0670,2026-02-11 20:46:31,Kolkata,mobile,dinner,False,Wednesday
S000720,U04605,R0581,2025-12-03 10:30:31,Delhi,web,breakfast,False,Wednesday
S000721,U02899,R0080,2025-12-10 20:16:31,Bangalore,mobile,dinner,False,Wednesday
S000722,U00780,R0086,2026-01-21 18:47:31,Kolkata,mobile,dinner,False,Wednesday
S000723,U01399,R0503,2025-12-31 22:59:31,Pune,mobile,late_night,False,Wednesday
S000724,U00194,R0097,2026-02-19 06:04:31,Chennai,mobile,breakfast,False,Thursday
S000725,U02249,R0508,2025-12-21 18:17:31,Chennai,mobile,dinner,True,Sunday
S000726,U03143,R0246,2026-01-03 21:47:31,Hyderabad,mobile,dinner,True,Saturday
S000727,U04564,R0006,2025-12-11 11:17:31,Chennai,web,lunch,False,Thursday
S000728,U02215,R0602,2025-12-23 11:32:31,Pune,mobile,lunch,False,Tuesday
S000729,U00094,R0392,2025-12-25 12:38:31,Delhi,web,lunch,False,Thursday
S000730,U01026,R0384,2025-12-11 13:54:31,Delhi,web,lunch,False,Thursday
S000731,U02743,R0504,2026-02-19 15:01:31,Mumbai,web,snack,False,Thursday
S000732,U04767,R0402,2026-02-14 10:21:31,Delhi,mobile,breakfast,True,Saturday
S000733,U01613,R0116,2026-02-05 13:09:31,Hyderabad,mobile,lunch,False,Thursday
S000734,U04258,R0410,2025-12-18 05:27:31,Delhi,mobile,late_night,False,Thursday
S000735,U01317,R0163,2025-12-13 12:03:31,Hyderabad,mobile,lunch,True,Saturday
S000736,U04127,R0124,2026-02-12 15:14:31,Hyderabad,web,snack,False,Thursday
S000737,U04349,R0619,2026-02-15 08:55:31,Hyderabad,mobile,breakfast,True,Sunday
S000738,U01026,R0737,2026-01-19 21:21:31,Delhi,mobile,dinner,False,Monday
S000739,U03142,R0463,2025-12-12 16:58:31,Delhi,mobile,snack,False,Friday
S000740,U03150,R0084,2025-11-30 15:51:31,Mumbai,mobile,snack,True,Sunday
S000741,U00369,R0681,2025-12-25 19:47:31,Kolkata,mobile,dinner,False,Thursday
S000742,U04910,R0603,2025-12-30 11:43:31,Bangalore,web,lunch,False,Tuesday
S000743,U00785,R0629,2025-12-07 16:09:31,Pune,mobile,snack,True,Sunday
S000744,U02358,R0583,2026-01-24 07:52:31,Delhi,mobile,breakfast,True,Saturday
S000745,U03746,R0689,2025-12-07 18:38:31,Delhi,web,dinner,True,Sunday
S000746,U00365,R0176,2026-02-05 14:50:31,Chennai,tablet,lunch,False,Thursday
S000747,U01085,R0101,2026-02-26 04:34:31,Hyderabad,mobile,late_night,False,Thursday
S000748,U03925,R0284,2026-01-29 18:13:31,Pune,web,dinner,False,Thursday
S000749,U01961,R0688,2025-11-30 11:11:31,Chennai,mobile,lunch,True,Sunday
S000750,U03634,R0572,2026-01-11 20:28:31,Mumbai,mobile,dinner,True,Sunday
S000751,U04966,R0486,2026-01-09 22:17:31,Chennai,mobile,late_night,False,Friday
S000752,U00629,R0432,2026-01-06 16:22:31,Hyderabad,mobile,snack,False,Tuesday
S000753,U00383,R0759,2026-02-19 13:51:31,Hyderabad,mobile,lunch,False,Thursday
S000754,U00434,R0631,2025-12-18 01:14:31,Delhi,mobile,late_night,False,Thursday
S000755,U01227,R0298,2026-02-10 13:00:31,Mumbai,mobile,lunch,False,Tuesday
S000756,U02219,R0503,2026-02-19 12:51:31,Pune,mobile,lunch,False,Thursday
S000757,U00385,R0045,2025-12-23 20:26:31,Hyderabad,mobile,dinner,False,Tuesday
S000758,U00312,R0500,2025-12-17 15:18:31,Pune,mobile,snack,False,Wednesday
S000759,U00702,R0042,2025-12-08 10:11:31,Pune,mobile,breakfast,False,Monday
S000760,U04134,R0310,2026-01-02 12:12:31,Hyderabad,web,lunch,False,Friday
S000761,U04428,R0574,2026-01-27 06:54:31,Chennai,mobile,breakfast,False,Tuesday
S000762,U01978,R0560,2026-02-10 03:02:31,Hyderabad,mobile,late_night,False,Tuesday
S000763,U02740,R0466,2026-02-07 12:30:31,Kolkata,mobile,lunch,True,Saturday
S000764,U02050,R0218,2025-12-26 22:43:31,Bangalore,mobile,late_night,False,Friday
S000765,U02595,R0283,2026-01-25 09:21:31,Delhi,mobile,breakfast,True,Sunday
S000766,U04493,R0500,2025-12-16 20:00:31,Pune,web,dinner,False,Tuesday
S000767,U03396,R0715,2025-12-24 03:50:31,Delhi,mobile,late_night,False,Wednesday
S000768,U03342,R0194,2026-02-11 21:21:31,Kolkata,mobile,dinner,False,Wednesday
S000769,U04115,R0225,2026-02-23 00:42:31,Chennai,mobile,late_night,False,Monday
S000770,U03222,R0618,2026-02-14 10:25:31,Mumbai,mobile,breakfast,True,Saturday
S000771,U02585,R0432,2025-12-16 09:41:31,Hyderabad,web,breakfast,False,Tuesday
S000772,U00960,R0134,2026-01-28 14:48:31,Hyderabad,mobile,lunch,False,Wednesday
S000773,U03105,R0189,2025-12-16 09:57:31,Chennai,mobile,breakfast,False,Tuesday
S000774,U00488,R0642,2026-01-14 20:53:31,Mumbai,mobile,dinner,False,Wednesday
S000775,U00629,R0382,2026-02-15 07:49:31,Hyderabad,mobile,breakfast,True,Sunday
S000776,U03941,R0397,2025-12-13 11:52:31,Mumbai,mobile,lunch,True,Saturday
S000777,U00153,R0659,2026-02-24 15:27:31,Bangalore,mobile,snack,False,Tuesday
S000778,U02302,R0075,2026-02-02 22:07:31,Bangalore,mobile,late_night,False,Monday
S000779,U04496,R0245,2025-11-28 10:10:31,Delhi,mobile,breakfast,False,Friday
S000780,U01587,R0355,2025-12-01 12:10:31,Hyderabad,mobile,lunch,False,Monday
S000781,U03595,R0562,2026-02-01 12:30:31,Pune,mobile,lunch,True,Sunday
S000782,U04733,R0127,2025-12-07 20:23:31,Hyderabad,mobile,dinner,True,Sunday
S000783,U01511,R0132,2026-02-16 14:55:31,Bangalore,mobile,lunch,False,Monday
S000784,U00630,R0463,2026-01-24 20:50:31,Delhi,mobile,dinner,True,Saturday
S000785,U03572,R0502,2025-11-29 20:15:31,Delhi,web,dinner,True,Saturday
S000786,U04578,R0622,2026-01-29 06:22:31,Hyderabad,mobile,breakfast,False,Thursday
S000787,U04686,R0029,2025-12-09 13:20:31,Chennai,mobile,lunch,False,Tuesday
S000788,U03035,R0741,2026-01-09 08:22:31,Hyderabad,web,breakfast,False,Friday
S000789,U03326,R0770,2026-01-18 22:07:31,Pune,mobile,late_night,True,Sunday
S000790,U04172,R0437,2025-12-19 10:08:31,Kolkata,mobile,breakfast,False,Friday
S000791,U03309,R0225,2026-02-01 22:33:31,Chennai,mobile,late_night,True,Sunday
S000792,U03930,R0481,2026-02-09 10:56:31,Mumbai,mobile,breakfast,False,Monday
S000793,U03878,R0202,2025-12-25 16:30:31,Kolkata,tablet,snack,False,Thursday
S000794,U01114,R0671,2026-02-19 10:43:31,Hyderabad,mobile,breakfast,False,Thursday
S000795,U00664,R0042,2026-02-14 12:28:31,Pune,mobile,lunch,True,Saturday
S000796,U03383,R0235,2026-01-30 12:51:31,Mumbai,tablet,lunch,False,Friday
S000797,U04479,R0333,2026-01-18 14:01:31,Pune,mobile,lunch,True,Sunday
S000798,U01583,R0271,2025-12-08 07:23:31,Chennai,mobile,breakfast,False,Monday
S000799,U02348,R0477,2025-12-02 11:22:31,Mumbai,web,lunch,False,Tuesday
S000800,U04785,R0769,2026-02-14 07:53:31,Bangalore,mobile,breakfast,True,Saturday
S000801,U00291,R0353,2025-12-10 21:16:31,Delhi,mobile,dinner,False,Wednesday
S000802,U04959,R0047,2026-01-12 19:55:31,Pune,mobile,dinner,False,Monday
S000803,U01065,R0660,2025-12-31 10:09:31,Pune,mobile,breakfast,False,Wednesday
S000804,U01965,R0652,2025-11-29 22:38:31,Mumbai,web,late_night,True,Saturday
S000805,U00390,R0440,2025-12-28 22:20:31,Mumbai,mobile,late_night,True,Sunday
S000806,U04608,R0012,2026-01-25 12:01:31,Hyderabad,mobile,lunch,True,Sunday
S000807,U02373,R0238,2026-01-20 21:30:31,Chennai,mobile,dinner,False,Tuesday
S000808,U04193,R0533,2026-01-22 15:37:31,Kolkata,mobile,snack,False,Thursday
S000809,U03744,R0294,2026-01-13 07:29:31,Pune,web,breakfast,False,Tuesday
S000810,U04246,R0759,2026-01-28 21:52:31,Hyderabad,mobile,dinner,False,Wednesday
S000811,U01596,R0584,2026-01-10 20:27:31,Mumbai,mobile,dinner,True,Saturday
S000812,U04352,R0075,2026-02-14 18:07:31,Bangalore,mobile,dinner,True,Saturday
S000813,U01821,R0166,2025-12-27 09:23:31,Pune,web,breakfast,True,Saturday
S000814,U02099,R0202,2026-01-10 21:27:31,Kolkata,mobile,dinner,True,Saturday
S000815,U03332,R0798,2026-01-26 19:54:31,Pune,mobile,dinner,False,Monday
S000816,U01402,R0618,2025-11-29 10:51:31,Mumbai,mobile,breakfast,True,Saturday
S000817,U04197,R0365,2025-12-23 16:33:31,Kolkata,mobile,snack,False,Tuesday
S000818,U02133,R0514,2026-02-13 16:42:31,Kolkata,mobile,snack,False,Friday
S000819,U00330,R0268,2025-12-31 06:07:31,Chennai,mobile,breakfast,False,Wednesday
S000820,U00987,R0459,2025-12-19 22:52:31,Chennai,mobile,late_night,False,Friday
S000821,U04975,R0419,2026-01-25 18:17:31,Hyderabad,web,dinner,True,Sunday
S000822,U00535,R0011,2025-11-29 18:06:31,Kolkata,mobile,dinner,True,Saturday
S000823,U04361,R0751,2026-02-04 23:45:31,Chennai,web,late_night,False,Wednesday
S000824,U01453,R0335,2026-02-11 09:38:31,Bangalore,web,breakfast,False,Wednesday
S000825,U00410,R0345,2026-02-06 00:01:31,Pune,web,late_night,False,Friday
S000826,U01153,R0333,2025-12-09 07:44:31,Pune,mobile,breakfast,False,Tuesday
S000827,U04987,R0160,2026-01-09 23:26:31,Pune,mobile,late_night,False,Friday
S000828,U01965,R0130,2025-12-20 12:35:31,Mumbai,mobile,lunch,True,Saturday
S000829,U00370,R0493,2025-12-03 09:47:31,Hyderabad,web,breakfast,False,Wednesday
S000830,U00501,R0415,2026-01-14 14:43:31,Pune,mobile,lunch,False,Wednesday
S000831,U04943,R0081,2025-12-22 10:33:31,Hyderabad,web,breakfast,False,Monday
S000832,U02014,R0092,2026-02-20 01:53:31,Bangalore,web,late_night,False,Friday
S000833,U02744,R0451,2026-02-05 07:04:31,Chennai,mobile,breakfast,False,Thursday
S000834,U04368,R0140,2025-12-12 20:33:31,Kolkata,web,dinner,False,Friday
S000835,U02978,R0027,2026-02-26 06:36:31,Bangalore,mobile,breakfast,False,Thursday
S000836,U03967,R0511,2026-01-05 11:38:31,Delhi,mobile,lunch,False,Monday
S000837,U00681,R0063,2025-12-31 21:34:31,Chennai,web,dinner,False,Wednesday
S000838,U01087,R0772,2025-12-13 14:14:31,Bangalore,mobile,lunch,True,Saturday
S000839,U00756,R0148,2026-02-14 22:13:31,Delhi,web,late_night,True,Saturday
S000840,U01922,R0359,2025-12-15 12:19:31,Mumbai,mobile,lunch,False,Monday
S000841,U04113,R0347,2026-01-18 07:13:31,Kolkata,mobile,breakfast,True,Sunday
S000842,U02200,R0491,2026-02-23 10:51:31,Mumbai,mobile,breakfast,False,Monday
S000843,U00229,R0449,2026-02-21 10:25:31,Chennai,mobile,breakfast,True,Saturday
S000844,U00631,R0527,2026-01-12 20:41:31,Kolkata,mobile,dinner,False,Monday
S000845,U04205,R0190,2026-02-15 11:42:31,Bangalore,web,lunch,True,Sunday
S000846,U02701,R0068,2025-12-05 17:25:31,Kolkata,mobile,snack,False,Friday
S000847,U01506,R0310,2026-01-06 19:56:31,Hyderabad,mobile,dinner,False,Tuesday
S000848,U01169,R0796,2026-02-12 05:57:31,Mumbai,mobile,late_night,False,Thursday
S000849,U03391,R0267,2026-02-07 08:57:31,Chennai,mobile,breakfast,True,Saturday
S000850,U02605,R0533,2026-01-03 19:49:31,Kolkata,web,dinner,True,Saturday
S000851,U01043,R0741,2025-11-30 16:28:31,Hyderabad,mobile,snack,True,Sunday
S000852,U00084,R0055,2026-02-06 16:12:31,Bangalore,mobile,snack,False,Friday
S000853,U04199,R0432,2026-01-22 07:58:31,Hyderabad,mobile,breakfast,False,Thursday
S000854,U01580,R0235,2026-02-12 21:04:31,Mumbai,mobile,dinner,False,Thursday
S000855,U01384,R0280,2026-01-24 15:27:31,Pune,mobile,snack,True,Saturday
S000856,U04505,R0200,2026-02-08 11:10:31,Kolkata,mobile,lunch,True,Sunday
S000857,U01021,R0020,2026-01-19 20:40:31,Kolkata,mobile,dinner,False,Monday
S000858,U04902,R0769,2026-01-31 23:33:31,Bangalore,mobile,late_night,True,Saturday
S000859,U01429,R0353,2026-01-14 13:21:31,Delhi,web,lunch,False,Wednesday
S000860,U03070,R0798,2026-02-18 08:50:31,Pune,mobile,breakfast,False,Wednesday
S000861,U03576,R0796,2026-01-20 14:25:31,Mumbai,web,lunch,False,Tuesday
S000862,U04261,R0666,2025-12-21 19:00:31,Delhi,tablet,dinner,True,Sunday
S000863,U01498,R0322,2026-02-17 20:22:31,Chennai,mobile,dinner,False,Tuesday
S000864,U02206,R0161,2026-02-25 16:45:31,Bangalore,mobile,snack,False,Wednesday
S000865,U00695,R0248,2025-12-18 17:39:31,Delhi,mobile,snack,False,Thursday
S000866,U01534,R0648,2025-12-31 04:06:31,Delhi,mobile,late_night,False,Wednesday
S000867,U03300,R0623,2026-02-13 18:03:31,Mumbai,mobile,dinner,False,Friday
S000868,U01877,R0086,2026-02-04 20:27:31,Kolkata,mobile,dinner,False,Wednesday
S000869,U04886,R0349,2026-02-01 22:47:31,Bangalore,mobile,late_night,True,Sunday
S000870,U03919,R0038,2026-02-01 08:17:31,Pune,tablet,breakfast,True,Sunday
S000871,U03417,R0452,2025-12-21 02:05:31,Bangalore,mobile,late_night,True,Sunday
S000872,U00437,R0026,2026-01-06 19:38:31,Bangalore,web,dinner,False,Tuesday
S000873,U00202,R0112,2025-12-20 20:06:31,Chennai,web,dinner,True,Saturday
S000874,U04343,R0168,2026-02-04 14:04:31,Pune,mobile,lunch,False,Wednesday
S000875,U03031,R0071,2026-01-06 13:44:31,Delhi,mobile,lunch,False,Tuesday
S000876,U03208,R0388,2026-01-26 02:35:31,Bangalore,mobile,late_night,False,Monday
S000877,U04933,R0539,2025-12-27 08:15:31,Pune,mobile,breakfast,True,Saturday
S000878,U01762,R0596,2025-12-22 13:12:31,Bangalore,mobile,lunch,False,Monday
S000879,U02755,R0436,2026-01-23 11:05:31,Mumbai,mobile,lunch,False,Friday
S000880,U03733,R0426,2025-12-13 06:33:31,Hyderabad,mobile,breakfast,True,Saturday
S000881,U02865,R0752,2025-11-30 10:09:31,Kolkata,web,breakfast,True,Sunday
S000882,U03466,R0545,2026-01-06 14:24:31,Kolkata,web,lunch,False,Tuesday
S000883,U02252,R0708,2025-12-24 20:16:31,Bangalore,mobile,dinner,False,Wednesday
S000884,U01759,R0255,2026-01-02 16:55:31,Pune,mobile,snack,False,Friday
S000885,U03303,R0611,2025-12-24 00:21:31,Chennai,mobile,late_night,False,Wednesday
S000886,U03188,R0380,2025-12-03 07:01:31,Kolkata,mobile,breakfast,False,Wednesday
S000887,U00224,R0371,2026-01-30 19:55:31,Kolkata,mobile,dinner,False,Friday
S000888,U01637,R0597,2026-01-11 14:58:31,Hyderabad,mobile,lunch,True,Sunday
S000889,U03148,R0558,2025-12-12 21:47:31,Pune,web,dinner,False,Friday
S000890,U00603,R0375,2026-01-25 07:08:31,Kolkata,web,breakfast,True,Sunday
S000891,U01231,R0782,2025-12-10 08:32:31,Bangalore,web,breakfast,False,Wednesday
S000892,U01079,R0429,2026-02-26 07:00:31,Bangalore,web,breakfast,False,Thursday
S000893,U00098,R0241,2025-12-31 06:19:31,Kolkata,mobile,breakfast,False,Wednesday
S000894,U02587,R0060,2025-12-08 13:40:31,Mumbai,mobile,lunch,False,Monday
S000895,U04274,R0234,2026-01-15 10:14:31,Mumbai,mobile,breakfast,False,Thursday
S000896,U00256,R0373,2026-02-26 08:56:31,Pune,mobile,breakfast,False,Thursday
S000897,U03887,R0276,2026-02-19 13:32:31,Bangalore,web,lunch,False,Thursday
S000898,U00680,R0502,2026-01-03 08:40:31,Delhi,mobile,breakfast,True,Saturday
S000899,U04384,R0652,2026-02-07 16:45:31,Mumbai,web,snack,True,Saturday
S000900,U00343,R0336,2025-12-13 07:47:31,Kolkata,mobile,breakfast,True,Saturday
S000901,U02392,R0002,2026-01-19 11:38:31,Pune,mobile,lunch,False,Monday
S000902,U03266,R0026,2026-01-17 08:41:31,Bangalore,mobile,breakfast,True,Saturday
S000903,U01673,R0042,2026-02-05 19:49:31,Pune,web,dinner,False,Thursday
S000904,U00568,R0342,2025-12-18 13:09:31,Mumbai,mobile,lunch,False,Thursday
S000905,U03485,R0740,2025-12-29 18:18:31,Hyderabad,web,dinner,False,Monday
S000906,U04834,R0036,2026-02-04 21:04:31,Hyderabad,mobile,dinner,False,Wednesday
S000907,U03558,R0640,2026-01-28 19:54:31,Mumbai,web,dinner,False,Wednesday
S000908,U03780,R0060,2025-11-30 19:10:31,Mumbai,mobile,dinner,True,Sunday
S000909,U00500,R0351,2026-02-03 11:09:31,Chennai,mobile,lunch,False,Tuesday
S000910,U03927,R0087,2025-11-30 21:30:31,Hyderabad,web,dinner,True,Sunday
S000911,U04612,R0341,2026-02-03 19:31:31,Bangalore,mobile,dinner,False,Tuesday
S000912,U02304,R0463,2026-01-02 12:38:31,Delhi,mobile,lunch,False,Friday
S000913,U04949,R0078,2026-01-06 15:27:31,Mumbai,mobile,snack,False,Tuesday
S000914,U00250,R0552,2026-01-19 04:17:31,Pune,mobile,late_night,False,Monday
S000915,U02101,R0083,2025-12-16 20:05:31,Delhi,mobile,dinner,False,Tuesday
S000916,U01549,R0459,2026-01-11 08:29:31,Chennai,mobile,breakfast,True,Sunday
S000917,U03438,R0498,2026-02-25 14:39:31,Kolkata,mobile,lunch,False,Wednesday
S000918,U01922,R0054,2026-01-20 13:03:31,Mumbai,mobile,lunch,False,Tuesday
S000919,U01127,R0350,2026-02-08 20:27:31,Pune,mobile,dinner,True,Sunday
S000920,U04429,R0500,2026-01-02 23:03:31,Pune,mobile,late_night,False,Friday
S000921,U01314,R0626,2025-11-30 14:28:31,Kolkata,web,lunch,True,Sunday
S000922,U03859,R0564,2026-01-24 08:54:31,Pune,web,breakfast,True,Saturday
S000923,U01240,R0566,2026-02-12 17:20:31,Delhi,mobile,snack,False,Thursday
S000924,U03022,R0054,2026-02-02 20:45:31,Mumbai,mobile,dinner,False,Monday
S000925,U02408,R0097,2025-12-29 07:01:31,Chennai,mobile,breakfast,False,Monday
S000926,U00001,R0648,2025-12-10 15:03:31,Delhi,mobile,snack,False,Wednesday
S000927,U00243,R0298,2026-01-08 19:20:31,Mumbai,mobile,dinner,False,Thursday
S000928,U03086,R0757,2025-12-24 23:18:31,Bangalore,mobile,late_night,False,Wednesday
S000929,U03333,R0231,2026-01-25 10:01:31,Hyderabad,tablet,breakfast,True,Sunday
S000930,U02874,R0621,2026-01-27 13:31:31,Mumbai,mobile,lunch,False,Tuesday
S000931,U00104,R0714,2026-02-03 16:24:31,Chennai,web,snack,False,Tuesday
S000932,U04263,R0696,2026-01-12 20:02:31,Bangalore,mobile,dinner,False,Monday
S000933,U04100,R0715,2026-02-11 13:28:31,Delhi,mobile,lunch,False,Wednesday
S000934,U02596,R0228,2025-12-21 14:37:31,Mumbai,mobile,lunch,True,Sunday
S000935,U02160,R0778,2026-01-11 00:23:31,Chennai,mobile,late_night,True,Sunday
S000936,U04233,R0138,2026-01-08 13:37:31,Mumbai,mobile,lunch,False,Thursday
S000937,U01137,R0309,2026-01-28 16:59:31,Kolkata,mobile,snack,False,Wednesday
S000938,U04629,R0350,2026-01-27 09:39:31,Pune,mobile,breakfast,False,Tuesday
S000939,U04241,R0276,2026-02-04 17:04:31,Bangalore,mobile,snack,False,Wednesday
S000940,U02041,R0656,2025-12-31 19:44:31,Kolkata,web,dinner,False,Wednesday
S000941,U03646,R0015,2025-12-08 05:41:31,Bangalore,mobile,late_night,False,Monday
S000942,U01259,R0055,2025-12-16 14:04:31,Bangalore,mobile,lunch,False,Tuesday
S000943,U02704,R0005,2026-01-15 12:49:31,Pune,mobile,lunch,False,Thursday
S000944,U00606,R0181,2026-02-18 22:38:31,Hyderabad,mobile,late_night,False,Wednesday
S000945,U04171,R0187,2025-12-03 19:34:31,Kolkata,mobile,dinner,False,Wednesday
S000946,U02240,R0618,2026-02-14 22:30:31,Mumbai,mobile,late_night,True,Saturday
S000947,U04298,R0164,2026-02-26 18:27:31,Hyderabad,tablet,dinner,False,Thursday
S000948,U01316,R0236,2025-12-29 05:34:31,Hyderabad,mobile,late_night,False,Monday
S000949,U00571,R0567,2026-02-26 21:48:31,Pune,mobile,dinner,False,Thursday
S000950,U03765,R0225,2026-01-24 20:48:31,Chennai,mobile,dinner,True,Saturday
S000951,U04060,R0753,2026-01-12 12:17:31,Chennai,mobile,lunch,False,Monday
S000952,U00228,R0792,2026-02-02 21:30:31,Bangalore,mobile,dinner,False,Monday
S000953,U04980,R0346,2026-02-13 18:37:31,Delhi,mobile,dinner,False,Friday
S000954,U00662,R0291,2026-01-21 10:39:31,Hyderabad,mobile,breakfast,False,Wednesday
S000955,U02926,R0474,2025-12-21 20:40:31,Mumbai,mobile,dinner,True,Sunday
S000956,U03273,R0499,2025-11-28 14:49:31,Hyderabad,mobile,lunch,False,Friday
S000957,U01494,R0013,2026-01-25 03:24:31,Delhi,mobile,late_night,True,Sunday
S000958,U00601,R0462,2025-12-14 09:14:31,Mumbai,mobile,breakfast,True,Sunday
S000959,U00542,R0587,2026-01-14 13:22:31,Hyderabad,mobile,lunch,False,Wednesday
S000960,U04107,R0717,2025-12-21 21:09:31,Kolkata,tablet,dinner,True,Sunday
S000961,U02737,R0646,2026-01-20 21:29:31,Hyderabad,mobile,dinner,False,Tuesday
S000962,U03203,R0085,2026-02-26 23:46:31,Mumbai,web,late_night,False,Thursday
S000963,U04194,R0441,2026-01-13 12:24:31,Chennai,mobile,lunch,False,Tuesday
S000964,U00248,R0264,2026-01-29 10:04:31,Mumbai,mobile,breakfast,False,Thursday
S000965,U01067,R0382,2026-01-21 23:00:31,Hyderabad,mobile,late_night,False,Wednesday
S000966,U04012,R0685,2026-02-02 09:35:31,Mumbai,web,breakfast,False,Monday
S000967,U01520,R0090,2026-01-14 15:59:31,Delhi,web,snack,False,Wednesday
S000968,U00458,R0442,2026-02-11 10:10:31,Bangalore,web,breakfast,False,Wednesday
S000969,U03873,R0578,2026-01-08 11:57:31,Hyderabad,tablet,lunch,False,Thursday
S000970,U01775,R0714,2025-12-11 14:06:31,Chennai,mobile,lunch,False,Thursday
S000971,U00380,R0279,2025-12-12 12:43:31,Mumbai,mobile,lunch,False,Friday
S000972,U00562,R0721,2026-01-17 21:56:31,Hyderabad,mobile,dinner,True,Saturday
S000973,U01298,R0366,2026-02-23 10:21:31,Kolkata,mobile,breakfast,False,Monday
S000974,U04435,R0620,2026-01-08 17:40:31,Mumbai,mobile,snack,False,Thursday
S000975,U02960,R0395,2026-01-09 04:35:31,Pune,mobile,late_night,False,Friday
S000976,U03174,R0662,2026-01-02 06:55:31,Mumbai,mobile,breakfast,False,Friday
S000977,U04291,R0012,2025-12-29 17:27:31,Hyderabad,mobile,snack,False,Monday
S000978,U03431,R0438,2026-02-14 06:28:31,Mumbai,mobile,breakfast,True,Saturday
S000979,U02193,R0188,2026-01-19 11:11:31,Bangalore,web,lunch,False,Monday
S000980,U01132,R0031,2026-02-06 22:56:31,Chennai,web,late_night,False,Friday
S000981,U00850,R0694,2025-12-16 14:25:31,Kolkata,mobile,lunch,False,Tuesday
