item_id,restaurant_id,name,category,veg_flag,price,description,tags,historical_attach_rate
I01548,R0154,Raita,side,veg,44,Cooling yogurt with cucumber and spices,side|veg|Biryani,0.332
I01549,R0154,Double Ka Meetha,side,veg,88,Sweet bread pudding,side|veg|Biryani,0.165
I01550,R0154,Khubani Ka Meetha,dessert,veg,99,Apricot dessert,dessert|veg|Biryani,0.295
I01551,R0154,Gulab Jamun,dessert,veg,66,Soft milk dumplings in sugar syrup,dessert|veg|Biryani,0.169
I01552,R0154,Lassi,beverage,veg,77,Thick yogurt drink,beverage|veg|Biryani,0.302
I01553,R0154,Soft Drink,beverage,veg,55,Refreshing carbonated beverage,beverage|veg|Biryani,0.279
I01554,R0155,Chole Bhature,main,veg,182,Chickpea curry with fried bread,main|veg|Street Food|popular,0.0
I01555,R0155,Pav Bhaji,main,veg,168,Mashed vegetable curry with bread,main|veg|Street Food|popular,0.0
I01556,R0155,Extra Pav,side,veg,21,Extra bread,side|veg|Street Food,0.267
I01557,R0155,Papad,side,veg,28,Crispy papad,side|veg|Street Food,0.207
I01558,R0155,Jalebi,dessert,veg,70,Sweet fried spirals,dessert|veg|Street Food,0.127
I01559,R0155,Rabri,dessert,veg,112,Thickened sweet milk,dessert|veg|Street Food,0.355
I01560,R0155,Lassi,beverage,veg,84,Yogurt drink,beverage|veg|Street Food,0.318
I01561,R0155,Masala Chai,beverage,veg,42,Spiced tea,beverage|veg|Street Food,0.201
I01562,R0156,Sandwich,main,veg,125,Grilled sandwich,main|veg|Italian|popular,0.0
I01563,R0156,Frankie,main,veg,150,Stuffed roll,main|veg|Italian|popular,0.0
I01564,R0156,Chicken Wrap,main,non-veg,225,Chicken stuffed wrap,main|non-veg|Italian|popular,0.0
I01565,R0156,Onion Rings,side,veg,112,Crispy onion rings,side|veg|Italian,0.32
I01566,R0156,Fries,side,veg,100,Crispy fries,side|veg|Italian,0.363
I01567,R0156,Ice Cream,dessert,veg,75,Vanilla ice cream,dessert|veg|Italian,0.318
I01568,R0156,Brownie,dessert,veg,125,Chocolate brownie,dessert|veg|Italian,0.318
I01569,R0156,Cold Coffee,beverage,veg,150,Iced coffee,beverage|veg|Italian,0.304
I01570,R0156,Soft Drink,beverage,veg,62,Refreshing beverage,beverage|veg|Italian,0.359
I01571,R0157,Chicken Wrap,main,non-veg,171,Chicken stuffed wrap,main|non-veg|Fast Food|popular,0.0
I01572,R0157,Frankie,main,veg,114,Stuffed roll,main|veg|Fast Food|popular,0.0
I01573,R0157,Veg Wrap,main,veg,123,Vegetable stuffed wrap,main|veg|Fast Food|popular,0.0
I01574,R0157,Sandwich,main,veg,95,Grilled sandwich,main|veg|Fast Food|popular,0.0
I01575,R0157,Fries,side,veg,76,Crispy fries,side|veg|Fast Food,0.38
I01576,R0157,Onion Rings,side,veg,85,Crispy onion rings,side|veg|Fast Food,0.184
I01577,R0157,Ice Cream,dessert,veg,57,Vanilla ice cream,dessert|veg|Fast Food,0.164
I01578,R0157,Brownie,dessert,veg,95,Chocolate brownie,dessert|veg|Fast Food,0.389
I01579,R0157,Cold Coffee,beverage,veg,114,Iced coffee,beverage|veg|Fast Food,0.243
I01580,R0157,Soft Drink,beverage,veg,47,Refreshing beverage,beverage|veg|Fast Food,0.131
I01581,R0158,Chilli Chicken,main,non-veg,286,Spicy chicken preparation,main|non-veg|Chinese|popular,0.0
I01582,R0158,Hakka Noodles,main,veg,187,Stir-fried noodles,main|veg|Chinese|popular,0.0
I01583,R0158,Fried Rice,main,veg,198,Stir-fried rice with vegetables,main|veg|Chinese|popular,0.0
I01584,R0158,Manchurian,main,veg,220,Vegetable balls in gravy,main|veg|Chinese|popular,0.0
I01585,R0158,Spring Roll,side,veg,99,Crispy vegetable rolls,side|veg|Chinese,0.201
I01586,R0158,Momos,side,veg,132,Steamed dumplings,side|veg|Chinese,0.21
I01587,R0158,Chilli Potato,side,veg,121,Spicy potato fingers,side|veg|Chinese,0.124
I01588,R0158,Date Pancake,dessert,veg,110,Sweet pancake with dates,dessert|veg|Chinese,0.251
I01589,R0158,Honey Noodles,dessert,veg,88,Crispy noodles with honey,dessert|veg|Chinese,0.387
I01590,R0158,Soft Drink,beverage,veg,55,Refreshing beverage,beverage|veg|Chinese,0.102
I01591,R0158,Green Tea,beverage,veg,44,Hot green tea,beverage|veg|Chinese,0.141
I01592,R0159,Pasta Arrabbiata,main,veg,300,Spicy tomato pasta,main|veg|Continental|popular,0.0
I01593,R0159,Fish and Chips,main,non-veg,437,Classic fish and chips,main|non-veg|Continental|popular,0.0
I01594,R0159,Grilled Chicken,main,non-veg,400,Herb grilled chicken,main|non-veg|Continental|popular,0.0
I01595,R0159,Mashed Potatoes,side,veg,125,Creamy mashed potatoes,side|veg|Continental,0.304
I01596,R0159,Garlic Bread,side,veg,112,Garlic bread,side|veg|Continental,0.202
I01597,R0159,Caesar Salad,side,veg,175,Classic Caesar salad,side|veg|Continental,0.207
I01598,R0159,Tiramisu,dessert,veg,225,Classic Italian dessert,dessert|veg|Continental,0.334
I01599,R0159,Panna Cotta,dessert,veg,200,Italian custard,dessert|veg|Continental,0.37
I01600,R0159,Lemonade,beverage,veg,87,Fresh lemonade,beverage|veg|Continental,0.338
I01601,R0159,Iced Tea,beverage,veg,100,Refreshing iced tea,beverage|veg|Continental,0.155
I01602,R0160,Pav Bhaji,main,veg,132,Mashed vegetable curry with bread,main|veg|Street Food|popular,0.0
I01603,R0160,Samosa,main,veg,33,Crispy pastry with filling,main|veg|Street Food|popular,0.0
I01604,R0160,Chole Bhature,main,veg,143,Chickpea curry with fried bread,main|veg|Street Food|popular,0.0
I01605,R0160,Pani Puri,main,veg,66,Crispy puris with flavored water,main|veg|Street Food|popular,0.0
I01606,R0160,Extra Pav,side,veg,16,Extra bread,side|veg|Street Food,0.158
I01607,R0160,Papad,side,veg,22,Crispy papad,side|veg|Street Food,0.336
I01608,R0160,Rabri,dessert,veg,88,Thickened sweet milk,dessert|veg|Street Food,0.282
I01609,R0160,Jalebi,dessert,veg,55,Sweet fried spirals,dessert|veg|Street Food,0.331
I01610,R0160,Masala Chai,beverage,veg,33,Spiced tea,beverage|veg|Street Food,0.347
I01611,R0160,Lassi,beverage,veg,66,Yogurt drink,beverage|veg|Street Food,0.203
I01612,R0161,Cold Coffee,main,veg,162,Iced coffee,main|veg|Beverages|popular,0.0
I01613,R0161,Smoothie,main,veg,187,Fruit smoothie,main|veg|Beverages|popular,0.0
I01614,R0161,Mojito,main,veg,137,Refreshing mint drink,main|veg|Beverages|popular,0.0
I01615,R0161,Whipped Cream,side,veg,31,Extra whipped cream,side|veg|Beverages,0.247
I01616,R0161,Extra Shot,side,veg,37,Extra coffee shot,side|veg|Beverages,0.327
I01617,R0161,Cookie,dessert,veg,62,Fresh baked cookie,dessert|veg|Beverages,0.158
I01618,R0161,Muffin,dessert,veg,75,Fresh muffin,dessert|veg|Beverages,0.288
I01619,R0161,Water Bottle,beverage,veg,25,Mineral water,beverage|veg|Beverages,0.387
I01620,R0161,Soft Drink,beverage,veg,62,Refreshing beverage,beverage|veg|Beverages,0.271
I01621,R0162,Veg Steak,main,veg,308,Grilled vegetable steak,main|veg|Continental|popular,0.0
I01622,R0162,Pasta Arrabbiata,main,veg,264,Spicy tomato pasta,main|veg|Continental|popular,0.0
I01623,R0162,Grilled Chicken,main,non-veg,352,Herb grilled chicken,main|non-veg|Continental|popular,0.0
I01624,R0162,Fish and Chips,main,non-veg,385,Classic fish and chips,main|non-veg|Continental|popular,0.0
I01625,R0162,Mashed Potatoes,side,veg,110,Creamy mashed potatoes,side|veg|Continental,0.243
I01626,R0162,Garlic Bread,side,veg,99,Garlic bread,side|veg|Continental,0.133
I01627,R0162,Caesar Salad,side,veg,154,Classic Caesar salad,side|veg|Continental,0.108
I01628,R0162,Tiramisu,dessert,veg,198,Classic Italian dessert,dessert|veg|Continental,0.268
I01629,R0162,Panna Cotta,dessert,veg,176,Italian custard,dessert|veg|Continental,0.268
I01630,R0162,Iced Tea,beverage,veg,88,Refreshing iced tea,beverage|veg|Continental,0.167
I01631,R0162,Lemonade,beverage,veg,77,Fresh lemonade,beverage|veg|Continental,0.3
I01632,R0163,Vada,main,veg,87,Crispy fried lentil donuts,main|veg|South Indian|popular,0.0
I01633,R0163,Masala Dosa,main,veg,150,Crispy crepe with potato filling,main|veg|South Indian|popular,0.0
I01634,R0163,Idli Sambar,main,veg,100,Steamed rice cakes with lentil curry,main|veg|South Indian|popular,0.0
I01635,R0163,Sambar,side,veg,50,Lentil and vegetable curry,side|veg|South Indian,0.24
I01636,R0163,Coconut Chutney,side,veg,37,Fresh coconut chutney,side|veg|South Indian,0.355
I01637,R0163,Tomato Chutney,side,veg,37,Tangy tomato chutney,side|veg|South Indian,0.371
I01638,R0163,Payasam,dessert,veg,75,Sweet milk pudding,dessert|veg|South Indian,0.284
I01639,R0163,Kesari,dessert,veg,62,Semolina sweet,dessert|veg|South Indian,0.397
I01640,R0163,Buttermilk,beverage,veg,43,Spiced yogurt drink,beverage|veg|South Indian,0.323
I01641,R0163,Filter Coffee,beverage,veg,50,South Indian filter coffee,beverage|veg|South Indian,0.255
I01642,R0164,Fried Rice,main,veg,198,Stir-fried rice with vegetables,main|veg|Chinese|popular,0.0
I01643,R0164,Chilli Chicken,main,non-veg,286,Spicy chicken preparation,main|non-veg|Chinese|popular,0.0
I01644,R0164,Hakka Noodles,main,veg,187,Stir-fried noodles,main|veg|Chinese|popular,0.0
I01645,R0164,Manchurian,main,veg,220,Vegetable balls in gravy,main|veg|Chinese|popular,0.0
I01646,R0164,Chilli Potato,side,veg,121,Spicy potato fingers,side|veg|Chinese,0.224
I01647,R0164,Spring Roll,side,veg,99,Crispy vegetable rolls,side|veg|Chinese,0.315
I01648,R0164,Momos,side,veg,132,Steamed dumplings,side|veg|Chinese,0.1
I01649,R0164,Honey Noodles,dessert,veg,88,Crispy noodles with honey,dessert|veg|Chinese,0.145
I01650,R0164,Date Pancake,dessert,veg,110,Sweet pancake with dates,dessert|veg|Chinese,0.108
I01651,R0164,Green Tea,beverage,veg,44,Hot green tea,beverage|veg|Chinese,0.361
I01652,R0164,Soft Drink,beverage,veg,55,Refreshing beverage,beverage|veg|Chinese,0.383
I01653,R0165,Cold Coffee,main,veg,123,Iced coffee,main|veg|Beverages|popular,0.0
I01654,R0165,Mojito,main,veg,104,Refreshing mint drink,main|veg|Beverages|popular,0.0
I01655,R0165,Smoothie,main,veg,142,Fruit smoothie,main|veg|Beverages|popular,0.0
I01656,R0165,Extra Shot,side,veg,28,Extra coffee shot,side|veg|Beverages,0.279
I01657,R0165,Whipped Cream,side,veg,23,Extra whipped cream,side|veg|Beverages,0.293
I01658,R0165,Muffin,dessert,veg,57,Fresh muffin,dessert|veg|Beverages,0.332
I01659,R0165,Cookie,dessert,veg,47,Fresh baked cookie,dessert|veg|Beverages,0.139
I01660,R0165,Soft Drink,beverage,veg,47,Refreshing beverage,beverage|veg|Beverages,0.344
I01661,R0165,Water Bottle,beverage,veg,19,Mineral water,beverage|veg|Beverages,0.343
I01662,R0166,Smoothie,main,veg,187,Fruit smoothie,main|veg|Beverages|popular,0.0
I01663,R0166,Mojito,main,veg,137,Refreshing mint drink,main|veg|Beverages|popular,0.0
I01664,R0166,Cold Coffee,main,veg,162,Iced coffee,main|veg|Beverages|popular,0.0
I01665,R0166,Extra Shot,side,veg,37,Extra coffee shot,side|veg|Beverages,0.208
I01666,R0166,Whipped Cream,side,veg,31,Extra whipped cream,side|veg|Beverages,0.337
I01667,R0166,Cookie,dessert,veg,62,Fresh baked cookie,dessert|veg|Beverages,0.15
I01668,R0166,Muffin,dessert,veg,75,Fresh muffin,dessert|veg|Beverages,0.104
I01669,R0166,Soft Drink,beverage,veg,62,Refreshing beverage,beverage|veg|Beverages,0.359
I01670,R0166,Water Bottle,beverage,veg,25,Mineral water,beverage|veg|Beverages,0.366
I01671,R0167,Sandwich,main,veg,95,Grilled sandwich,main|veg|Fast Food|popular,0.0
I01672,R0167,Veg Wrap,main,veg,123,Vegetable stuffed wrap,main|veg|Fast Food|popular,0.0
I01673,R0167,Chicken Wrap,main,non-veg,171,Chicken stuffed wrap,main|non-veg|Fast Food|popular,0.0
I01674,R0167,Frankie,main,veg,114,Stuffed roll,main|veg|Fast Food|popular,0.0
I01675,R0167,Fries,side,veg,76,Crispy fries,side|veg|Fast Food,0.386
I01676,R0167,Onion Rings,side,veg,85,Crispy onion rings,side|veg|Fast Food,0.32
I01677,R0167,Ice Cream,dessert,veg,57,Vanilla ice cream,dessert|veg|Fast Food,0.38
I01678,R0167,Brownie,dessert,veg,95,Chocolate brownie,dessert|veg|Fast Food,0.114
I01679,R0167,Cold Coffee,beverage,veg,114,Iced coffee,beverage|veg|Fast Food,0.295
I01680,R0167,Soft Drink,beverage,veg,47,Refreshing beverage,beverage|veg|Fast Food,0.255
I01681,R0168,Mojito,main,veg,137,Refreshing mint drink,main|veg|Beverages|popular,0.0
I01682,R0168,Smoothie,main,veg,187,Fruit smoothie,main|veg|Beverages|popular,0.0
I01683,R0168,Cold Coffee,main,veg,162,Iced coffee,main|veg|Beverages|popular,0.0
I01684,R0168,Whipped Cream,side,veg,31,Extra whipped cream,side|veg|Beverages,0.276
I01685,R0168,Extra Shot,side,veg,37,Extra coffee shot,side|veg|Beverages,0.273
I01686,R0168,Cookie,dessert,veg,62,Fresh baked cookie,dessert|veg|Beverages,0.201
I01687,R0168,Muffin,dessert,veg,75,Fresh muffin,dessert|veg|Beverages,0.189
I01688,R0168,Water Bottle,beverage,veg,25,Mineral water,beverage|veg|Beverages,0.37
I01689,R0168,Soft Drink,beverage,veg,62,Refreshing beverage,beverage|veg|Beverages,0.217
I01690,R0169,Pancake,main,veg,152,Fluffy pancakes,main|veg|Desserts|popular,0.0
I01691,R0169,Waffle,main,veg,171,Belgian waffle with toppings,main|veg|Desserts|popular,0.0
I01692,R0169,Ice Cream Sundae,main,veg,142,Loaded ice cream sundae,main|veg|Desserts|popular,0.0
I01693,R0169,Extra Toppings,side,veg,38,Additional toppings,side|veg|Desserts,0.153
I01694,R0169,Syrup Shot,side,veg,28,Extra syrup,side|veg|Desserts,0.229
I01695,R0169,Cheesecake,dessert,veg,171,Creamy cheesecake,dessert|veg|Desserts,0.262
I01696,R0169,Chocolate Cake,dessert,veg,114,Rich chocolate cake,dessert|veg|Desserts,0.137
I01697,R0169,Hot Chocolate,beverage,veg,95,Rich hot chocolate,beverage|veg|Desserts,0.193
I01698,R0169,Milkshake,beverage,veg,123,Thick milkshake,beverage|veg|Desserts,0.39
I01699,R0170,Cold Coffee,main,veg,162,Iced coffee,main|veg|Beverages|popular,0.0
I01700,R0170,Mojito,main,veg,137,Refreshing mint drink,main|veg|Beverages|popular,0.0
I01701,R0170,Smoothie,main,veg,187,Fruit smoothie,main|veg|Beverages|popular,0.0
I01702,R0170,Extra Shot,side,veg,37,Extra coffee shot,side|veg|Beverages,0.372
I01703,R0170,Whipped Cream,side,veg,31,Extra whipped cream,side|veg|Beverages,0.144
I01704,R0170,Muffin,dessert,veg,75,Fresh muffin,dessert|veg|Beverages,0.178
I01705,R0170,Cookie,dessert,veg,62,Fresh baked cookie,dessert|veg|Beverages,0.158
I01706,R0170,Water Bottle,beverage,veg,25,Mineral water,beverage|veg|Beverages,0.357
I01707,R0170,Soft Drink,beverage,veg,62,Refreshing beverage,beverage|veg|Beverages,0.371
I01708,R0171,Masala Dosa,main,veg,114,Crispy crepe with potato filling,main|veg|South Indian|popular,0.0
I01709,R0171,Idli Sambar,main,veg,76,Steamed rice cakes with lentil curry,main|veg|South Indian|popular,0.0
I01710,R0171,Vada,main,veg,66,Crispy fried lentil donuts,main|veg|South Indian|popular,0.0
I01711,R0171,Chicken Chettinad,main,non-veg,266,Spicy Chettinad chicken,main|non-veg|South Indian|popular,0.0
I01712,R0171,Tomato Chutney,side,veg,28,Tangy tomato chutney,side|veg|South Indian,0.267
I01713,R0171,Coconut Chutney,side,veg,28,Fresh coconut chutney,side|veg|South Indian,0.304
I01714,R0171,Sambar,side,veg,38,Lentil and vegetable curry,side|veg|South Indian,0.302
I01715,R0171,Kesari,dessert,veg,47,Semolina sweet,dessert|veg|South Indian,0.26
I01716,R0171,Payasam,dessert,veg,57,Sweet milk pudding,dessert|veg|South Indian,0.234
I01717,R0171,Filter Coffee,beverage,veg,38,South Indian filter coffee,beverage|veg|South Indian,0.116
I01718,R0171,Buttermilk,beverage,veg,33,Spiced yogurt drink,beverage|veg|South Indian,0.294
I01719,R0172,Egg Biryani,main,non-veg,242,Rice with boiled eggs and spices,main|non-veg|Biryani|popular,0.0
I01720,R0172,Mutton Biryani,main,non-veg,385,Aromatic rice with succulent mutton,main|non-veg|Biryani|popular,0.0
I01721,R0172,Chicken Biryani,main,non-veg,308,Fragrant basmati rice with tender chicken pieces,main|non-veg|Biryani|popular,0.0
I01722,R0172,Veg Biryani,main,veg,220,Flavorful rice with mixed vegetables,main|veg|Biryani|popular,0.0
I01723,R0172,Salan,side,veg,66,Spicy curry accompaniment,side|veg|Biryani,0.287
I01724,R0172,Raita,side,veg,44,Cooling yogurt with cucumber and spices,side|veg|Biryani,0.296
I01725,R0172,Double Ka Meetha,side,veg,88,Sweet bread pudding,side|veg|Biryani,0.235
I01726,R0172,Khubani Ka Meetha,dessert,veg,99,Apricot dessert,dessert|veg|Biryani,0.236
I01727,R0172,Gulab Jamun,dessert,veg,66,Soft milk dumplings in sugar syrup,dessert|veg|Biryani,0.116
I01728,R0172,Soft Drink,beverage,veg,55,Refreshing carbonated beverage,beverage|veg|Biryani,0.272
I01729,R0172,Lassi,beverage,veg,77,Thick yogurt drink,beverage|veg|Biryani,0.364
I01730,R0173,Masala Dosa,main,veg,132,Crispy crepe with potato filling,main|veg|South Indian|popular,0.0
I01731,R0173,Idli Sambar,main,veg,88,Steamed rice cakes with lentil curry,main|veg|South Indian|popular,0.0
I01732,R0173,Vada,main,veg,77,Crispy fried lentil donuts,main|veg|South Indian|popular,0.0
I01733,R0173,Chicken Chettinad,main,non-veg,308,Spicy Chettinad chicken,main|non-veg|South Indian|popular,0.0
I01734,R0173,Sambar,side,veg,44,Lentil and vegetable curry,side|veg|South Indian,0.395
I01735,R0173,Coconut Chutney,side,veg,33,Fresh coconut chutney,side|veg|South Indian,0.396
I01736,R0173,Tomato Chutney,side,veg,33,Tangy tomato chutney,side|veg|South Indian,0.232
I01737,R0173,Payasam,dessert,veg,66,Sweet milk pudding,dessert|veg|South Indian,0.232
I01738,R0173,Kesari,dessert,veg,55,Semolina sweet,dessert|veg|South Indian,0.188
I01739,R0173,Buttermilk,beverage,veg,38,Spiced yogurt drink,beverage|veg|South Indian,0.217
I01740,R0173,Filter Coffee,beverage,veg,44,South Indian filter coffee,beverage|veg|South Indian,0.12
I01741,R0174,Chicken Chettinad,main,non-veg,350,Spicy Chettinad chicken,main|non-veg|South Indian|popular,0.0
I01742,R0174,Idli Sambar,main,veg,100,Steamed rice cakes with lentil curry,main|veg|South Indian|popular,0.0
I01743,R0174,Vada,main,veg,87,Crispy fried lentil donuts,main|veg|South Indian|popular,0.0
I01744,R0174,Sambar,side,veg,50,Lentil and vegetable curry,side|veg|South Indian,0.37
I01745,R0174,Coconut Chutney,side,veg,37,Fresh coconut chutney,side|veg|South Indian,0.371
I01746,R0174,Tomato Chutney,side,veg,37,Tangy tomato chutney,side|veg|South Indian,0.142
I01747,R0174,Payasam,dessert,veg,75,Sweet milk pudding,dessert|veg|South Indian,0.3
I01748,R0174,Kesari,dessert,veg,62,Semolina sweet,dessert|veg|South Indian,0.385
I01749,R0174,Filter Coffee,beverage,veg,50,South Indian filter coffee,beverage|veg|South Indian,0.386
I01750,R0174,Buttermilk,beverage,veg,43,Spiced yogurt drink,beverage|veg|South Indian,0.389
I01751,R0175,Mojito,main,veg,137,Refreshing mint drink,main|veg|Beverages|popular,0.0
I01752,R0175,Cold Coffee,main,veg,162,Iced coffee,main|veg|Beverages|popular,0.0
I01753,R0175,Smoothie,main,veg,187,Fruit smoothie,main|veg|Beverages|popular,0.0
I01754,R0175,Whipped Cream,side,veg,31,Extra whipped cream,side|veg|Beverages,0.367
I01755,R0175,Extra Shot,side,veg,37,Extra coffee shot,side|veg|Beverages,0.397
I01756,R0175,Cookie,dessert,veg,62,Fresh baked cookie,dessert|veg|Beverages,0.356
I01757,R0175,Muffin,dessert,veg,75,Fresh muffin,dessert|veg|Beverages,0.101
I01758,R0175,Water Bottle,beverage,veg,25,Mineral water,beverage|veg|Beverages,0.298
I01759,R0175,Soft Drink,beverage,veg,62,Refreshing beverage,beverage|veg|Beverages,0.359
I01760,R0176,Mojito,main,veg,104,Refreshing mint drink,main|veg|Beverages|popular,0.0
I01761,R0176,Cold Coffee,main,veg,123,Iced coffee,main|veg|Beverages|popular,0.0
I01762,R0176,Smoothie,main,veg,142,Fruit smoothie,main|veg|Beverages|popular,0.0
I01763,R0176,Extra Shot,side,veg,28,Extra coffee shot,side|veg|Beverages,0.312
I01764,R0176,Whipped Cream,side,veg,23,Extra whipped cream,side|veg|Beverages,0.154
I01765,R0176,Muffin,dessert,veg,57,Fresh muffin,dessert|veg|Beverages,0.106
I01766,R0176,Cookie,dessert,veg,47,Fresh baked cookie,dessert|veg|Beverages,0.274
I01767,R0176,Soft Drink,beverage,veg,47,Refreshing beverage,beverage|veg|Beverages,0.375
I01768,R0176,Water Bottle,beverage,veg,19,Mineral water,beverage|veg|Beverages,0.343
I01769,R0177,Paneer Tikka,main,veg,308,Grilled cottage cheese,main|veg|North Indian|popular,0.0
I01770,R0177,Rogan Josh,main,non-veg,418,Kashmiri lamb curry,main|non-veg|North Indian|popular,0.0
I01771,R0177,Butter Chicken,main,non-veg,352,Creamy tomato-based chicken curry,main|non-veg|North Indian|popular,0.0
I01772,R0177,Dal Makhani,main,veg,242,Creamy black lentils,main|veg|North Indian|popular,0.0
I01773,R0177,Butter Naan,side,veg,55,Buttery flatbread,side|veg|North Indian,0.346
I01774,R0177,Tandoori Roti,side,veg,27,Whole wheat flatbread,side|veg|North Indian,0.393
I01775,R0177,Garlic Naan,side,veg,66,Garlic flavored naan,side|veg|North Indian,0.347
I01776,R0177,Jeera Rice,side,veg,132,Cumin flavored rice,side|veg|North Indian,0.222
I01777,R0177,Gulab Jamun,dessert,veg,66,Sweet milk dumplings,dessert|veg|North Indian,0.276
I01778,R0177,Rasmalai,dessert,veg,88,Soft cheese patties in milk,dessert|veg|North Indian,0.197
I01779,R0177,Buttermilk,beverage,veg,44,Spiced yogurt drink,beverage|veg|North Indian,0.36
I01780,R0177,Lassi,beverage,veg,77,Sweet yogurt drink,beverage|veg|North Indian,0.341
I01781,R0178,Masala Dosa,main,veg,132,Crispy crepe with potato filling,main|veg|South Indian|popular,0.0
I01782,R0178,Vada,main,veg,77,Crispy fried lentil donuts,main|veg|South Indian|popular,0.0
I01783,R0178,Idli Sambar,main,veg,88,Steamed rice cakes with lentil curry,main|veg|South Indian|popular,0.0
I01784,R0178,Chicken Chettinad,main,non-veg,308,Spicy Chettinad chicken,main|non-veg|South Indian|popular,0.0
I01785,R0178,Tomato Chutney,side,veg,33,Tangy tomato chutney,side|veg|South Indian,0.25
I01786,R0178,Coconut Chutney,side,veg,33,Fresh coconut chutney,side|veg|South Indian,0.382
I01787,R0178,Sambar,side,veg,44,Lentil and vegetable curry,side|veg|South Indian,0.13
I01788,R0178,Kesari,dessert,veg,55,Semolina sweet,dessert|veg|South Indian,0.174
I01789,R0178,Payasam,dessert,veg,66,Sweet milk pudding,dessert|veg|South Indian,0.234
I01790,R0178,Filter Coffee,beverage,veg,44,South Indian filter coffee,beverage|veg|South Indian,0.32
I01791,R0178,Buttermilk,beverage,veg,38,Spiced yogurt drink,beverage|veg|South Indian,0.124
I01792,R0179,Frankie,main,veg,132,Stuffed roll,main|veg|Fast Food|popular,0.0
I01793,R0179,Chicken Wrap,main,non-veg,198,Chicken stuffed wrap,main|non-veg|Fast Food|popular,0.0
I01794,R0179,Sandwich,main,veg,110,Grilled sandwich,main|veg|Fast Food|popular,0.0
I01795,R0179,Veg Wrap,main,veg,143,Vegetable stuffed wrap,main|veg|Fast Food|popular,0.0
I01796,R0179,Onion Rings,side,veg,99,Crispy onion rings,side|veg|Fast Food,0.125
I01797,R0179,Fries,side,veg,88,Crispy fries,side|veg|Fast Food,0.318
I01798,R0179,Brownie,dessert,veg,110,Chocolate brownie,dessert|veg|Fast Food,0.251
I01799,R0179,Ice Cream,dessert,veg,66,Vanilla ice cream,dessert|veg|Fast Food,0.311
I01800,R0179,Cold Coffee,beverage,veg,132,Iced coffee,beverage|veg|Fast Food,0.362
I01801,R0179,Soft Drink,beverage,veg,55,Refreshing beverage,beverage|veg|Fast Food,0.372
I01802,R0180,Waffle,main,veg,225,Belgian waffle with toppings,main|veg|Desserts|popular,0.0
I01803,R0180,Pancake,main,veg,200,Fluffy pancakes,main|veg|Desserts|popular,0.0
I01804,R0180,Ice Cream Sundae,main,veg,187,Loaded ice cream sundae,main|veg|Desserts|popular,0.0
I01805,R0180,Extra Toppings,side,veg,50,Additional toppings,side|veg|Desserts,0.176
I01806,R0180,Syrup Shot,side,veg,37,Extra syrup,side|veg|Desserts,0.212
I01807,R0180,Cheesecake,dessert,veg,225,Creamy cheesecake,dessert|veg|Desserts,0.137
I01808,R0180,Chocolate Cake,dessert,veg,150,Rich chocolate cake,dessert|veg|Desserts,0.145
I01809,R0180,Milkshake,beverage,veg,162,Thick milkshake,beverage|veg|Desserts,0.12
I01810,R0180,Hot Chocolate,beverage,veg,125,Rich hot chocolate,beverage|veg|Desserts,0.151
I01811,R0181,Chole Bhature,main,veg,162,Chickpea curry with fried bread,main|veg|Street Food|popular,0.0
I01812,R0181,Pani Puri,main,veg,75,Crispy puris with flavored water,main|veg|Street Food|popular,0.0
I01813,R0181,Samosa,main,veg,37,Crispy pastry with filling,main|veg|Street Food|popular,0.0
I01814,R0181,Papad,side,veg,25,Crispy papad,side|veg|Street Food,0.318
I01815,R0181,Extra Pav,side,veg,18,Extra bread,side|veg|Street Food,0.281
I01816,R0181,Rabri,dessert,veg,100,Thickened sweet milk,dessert|veg|Street Food,0.225
I01817,R0181,Jalebi,dessert,veg,62,Sweet fried spirals,dessert|veg|Street Food,0.313
I01818,R0181,Masala Chai,beverage,veg,37,Spiced tea,beverage|veg|Street Food,0.29
I01819,R0181,Lassi,beverage,veg,75,Yogurt drink,beverage|veg|Street Food,0.141
I01820,R0182,Pav Bhaji,main,veg,168,Mashed vegetable curry with bread,main|veg|Street Food|popular,0.0
I01821,R0182,Chole Bhature,main,veg,182,Chickpea curry with fried bread,main|veg|Street Food|popular,0.0
I01822,R0182,Extra Pav,side,veg,21,Extra bread,side|veg|Street Food,0.194
I01823,R0182,Papad,side,veg,28,Crispy papad,side|veg|Street Food,0.336
I01824,R0182,Jalebi,dessert,veg,70,Sweet fried spirals,dessert|veg|Street Food,0.31
I01825,R0182,Rabri,dessert,veg,112,Thickened sweet milk,dessert|veg|Street Food,0.137
I01826,R0182,Masala Chai,beverage,veg,42,Spiced tea,beverage|veg|Street Food,0.187
I01827,R0182,Lassi,beverage,veg,84,Yogurt drink,beverage|veg|Street Food,0.182
I01828,R0183,Smoothie,main,veg,142,Fruit smoothie,main|veg|Beverages|popular,0.0
I01829,R0183,Mojito,main,veg,104,Refreshing mint drink,main|veg|Beverages|popular,0.0
I01830,R0183,Cold Coffee,main,veg,123,Iced coffee,main|veg|Beverages|popular,0.0
I01831,R0183,Whipped Cream,side,veg,23,Extra whipped cream,side|veg|Beverages,0.377
I01832,R0183,Extra Shot,side,veg,28,Extra coffee shot,side|veg|Beverages,0.245
