cart_event_id,session_id,item_id,action,cart_state,cart_value,cart_size,label,candidate_category,candidate_price
CE0017045,S001841,I06568,csao_reject,I06566|I06570|I06569,238,3,0,side,42.0
CE0017046,S001842,I02406,add,I02406,350,1,-1,,
CE0017047,S001842,I02405,add,I02406|I02405,625,2,-1,,
CE0017048,S001842,I02409,csao_reject,I02406|I02405,625,2,0,side,75.0
CE0017049,S001842,I02412,csao_accept,I02406|I02405,625,2,1,dessert,75.0
CE0017050,S001842,I02412,add,I02406|I02405|I02412,700,3,-1,,
CE0017051,S001842,I02408,csao_accept,I02406|I02405|I02412,700,3,1,side,150.0
CE0017052,S001842,I02408,add,I02406|I02405|I02412|I02408,850,4,-1,,
CE0017053,S001842,I02410,csao_accept,I02406|I02405|I02412|I02408,850,4,1,side,62.0
CE0017054,S001842,I02410,add,I02406|I02405|I02412|I02408|I02410,912,5,-1,,
CE0017055,S001842,I02411,csao_accept,I02406|I02405|I02412|I02408|I02410,912,5,1,dessert,100.0
CE0017056,S001842,I02411,add,I02406|I02405|I02412|I02408|I02410|I02411,1012,6,-1,,
CE0017057,S001842,I02414,csao_accept,I02406|I02405|I02412|I02408|I02410|I02411,1012,6,1,beverage,50.0
CE0017058,S001842,I02414,add,I02406|I02405|I02412|I02408|I02410|I02411|I02414,1062,7,-1,,
CE0017059,S001842,I02413,csao_accept,I02406|I02405|I02412|I02408|I02410|I02411|I02414,1062,7,1,beverage,87.0
CE0017060,S001842,I02413,add,I02406|I02405|I02412|I02408|I02410|I02411|I02414|I02413,1149,8,-1,,
CE0017061,S001843,I07897,add,I07897,150,1,-1,,
CE0017062,S001843,I07896,add,I07897|I07896,187,2,-1,,
CE0017063,S001843,I07900,csao_accept,I07897|I07896,187,2,1,side,25.0
CE0017064,S001843,I07900,add,I07897|I07896|I07900,212,3,-1,,
CE0017065,S001843,I07901,csao_reject,I07897|I07896|I07900,212,3,0,dessert,100.0
CE0017066,S001843,I07904,csao_reject,I07897|I07896|I07900,212,3,0,beverage,75.0
CE0017067,S001843,I07899,csao_reject,I07897|I07896|I07900,212,3,0,side,18.0
CE0017068,S001843,I07902,csao_reject,I07897|I07896|I07900,212,3,0,dessert,62.0
CE0017069,S001844,I05656,add,I05656,209,1,-1,,
CE0017070,S001844,I05664,csao_reject,I05656,209,1,0,dessert,85.0
CE0017071,S001844,I05660,csao_accept,I05656,209,1,1,side,76.0
CE0017072,S001844,I05660,add,I05656|I05660,285,2,-1,,
CE0017073,S001844,I05665,csao_accept,I05656|I05660,285,2,1,beverage,47.0
CE0017074,S001844,I05665,add,I05656|I05660|I05665,332,3,-1,,
CE0017075,S001844,I05663,csao_accept,I05656|I05660|I05665,332,3,1,dessert,57.0
CE0017076,S001844,I05663,add,I05656|I05660|I05665|I05663,389,4,-1,,
CE0017077,S001844,I05666,csao_accept,I05656|I05660|I05665|I05663,389,4,1,beverage,66.0
CE0017078,S001844,I05666,add,I05656|I05660|I05665|I05663|I05666,455,5,-1,,
CE0017079,S001844,I05662,csao_accept,I05656|I05660|I05665|I05663|I05666,455,5,1,side,38.0
CE0017080,S001844,I05662,add,I05656|I05660|I05665|I05663|I05666|I05662,493,6,-1,,
CE0017081,S001844,I05661,csao_accept,I05656|I05660|I05665|I05663|I05666|I05662,493,6,1,side,57.0
CE0017082,S001844,I05661,add,I05656|I05660|I05665|I05663|I05666|I05662|I05661,550,7,-1,,
CE0017083,S001845,I05990,add,I05990,352,1,-1,,
CE0017084,S001845,I05988,add,I05990|I05988,616,2,-1,,
CE0017085,S001845,I05994,csao_accept,I05990|I05988,616,2,1,dessert,176.0
CE0017086,S001845,I05994,add,I05990|I05988|I05994,792,3,-1,,
CE0017087,S001845,I05995,csao_accept,I05990|I05988|I05994,792,3,1,dessert,198.0
CE0017088,S001845,I05995,add,I05990|I05988|I05994|I05995,990,4,-1,,
CE0017089,S001845,I05993,csao_reject,I05990|I05988|I05994|I05995,990,4,0,side,99.0
CE0017090,S001845,I05996,csao_reject,I05990|I05988|I05994|I05995,990,4,0,beverage,88.0
CE0017091,S001845,I05992,csao_accept,I05990|I05988|I05994|I05995,990,4,1,side,110.0
CE0017092,S001845,I05992,add,I05990|I05988|I05994|I05995|I05992,1100,5,-1,,
CE0017093,S001845,I05997,csao_accept,I05990|I05988|I05994|I05995|I05992,1100,5,1,beverage,77.0
CE0017094,S001845,I05997,add,I05990|I05988|I05994|I05995|I05992|I05997,1177,6,-1,,
CE0017095,S001846,I04698,add,I04698,150,1,-1,,
CE0017096,S001846,I04696,add,I04698|I04696,237,2,-1,,
CE0017097,S001846,I04705,csao_reject,I04698|I04696,237,2,0,beverage,43.0
CE0017098,S001846,I04699,csao_reject,I04698|I04696,237,2,0,side,37.0
CE0017099,S001846,I04703,csao_reject,I04698|I04696,237,2,0,dessert,62.0
CE0017100,S001846,I04701,csao_reject,I04698|I04696,237,2,0,side,50.0
CE0017101,S001846,I04700,csao_accept,I04698|I04696,237,2,1,side,37.0
CE0017102,S001846,I04700,add,I04698|I04696|I04700,274,3,-1,,
CE0017103,S001847,I05822,add,I05822,176,1,-1,,
CE0017104,S001847,I05824,csao_reject,I05822,176,1,0,side,33.0
CE0017105,S001847,I05826,csao_reject,I05822,176,1,0,dessert,198.0
CE0017106,S001847,I05828,csao_reject,I05822,176,1,0,beverage,110.0
CE0017107,S001847,I05829,csao_reject,I05822,176,1,0,beverage,143.0
CE0017108,S001847,I05825,csao_accept,I05822,176,1,1,side,44.0
CE0017109,S001847,I05825,add,I05822|I05825,220,2,-1,,
CE0017110,S001847,I05827,csao_reject,I05822|I05825,220,2,0,dessert,132.0
CE0017111,S001848,I00955,add,I00955,176,1,-1,,
CE0017112,S001848,I00959,csao_accept,I00955,176,1,1,dessert,198.0
CE0017113,S001848,I00959,add,I00955|I00959,374,2,-1,,
CE0017114,S001848,I00960,csao_reject,I00955|I00959,374,2,0,dessert,132.0
CE0017115,S001848,I00957,csao_accept,I00955|I00959,374,2,1,side,44.0
CE0017116,S001848,I00957,add,I00955|I00959|I00957,418,3,-1,,
CE0017117,S001848,I00958,csao_accept,I00955|I00959|I00957,418,3,1,side,33.0
CE0017118,S001848,I00958,add,I00955|I00959|I00957|I00958,451,4,-1,,
CE0017119,S001848,I00961,csao_accept,I00955|I00959|I00957|I00958,451,4,1,beverage,110.0
CE0017120,S001848,I00961,add,I00955|I00959|I00957|I00958|I00961,561,5,-1,,
CE0017121,S001848,I00962,csao_reject,I00955|I00959|I00957|I00958|I00961,561,5,0,beverage,143.0
CE0017122,S001849,I00755,add,I00755,143,1,-1,,
CE0017123,S001849,I00758,csao_accept,I00755,143,1,1,dessert,88.0
CE0017124,S001849,I00758,add,I00755|I00758,231,2,-1,,
CE0017125,S001849,I00759,csao_accept,I00755|I00758,231,2,1,dessert,55.0
CE0017126,S001849,I00759,add,I00755|I00758|I00759,286,3,-1,,
CE0017127,S001849,I00756,csao_reject,I00755|I00758|I00759,286,3,0,side,16.0
CE0017128,S001849,I00761,csao_accept,I00755|I00758|I00759,286,3,1,beverage,33.0
CE0017129,S001849,I00761,add,I00755|I00758|I00759|I00761,319,4,-1,,
CE0017130,S001850,I01088,add,I01088,171,1,-1,,
CE0017131,S001850,I01090,add,I01088|I01090,323,2,-1,,
CE0017132,S001850,I01093,csao_reject,I01088|I01090,323,2,0,dessert,171.0
CE0017133,S001850,I01091,csao_reject,I01088|I01090,323,2,0,side,38.0
CE0017134,S001850,I01092,csao_accept,I01088|I01090,323,2,1,side,28.0
CE0017135,S001850,I01092,add,I01088|I01090|I01092,351,3,-1,,
CE0017136,S001850,I01094,csao_reject,I01088|I01090|I01092,351,3,0,dessert,114.0
CE0017137,S001851,I00220,add,I00220,123,1,-1,,
CE0017138,S001851,I00218,add,I00220|I00218,180,2,-1,,
CE0017139,S001851,I00223,csao_reject,I00220|I00218,180,2,0,dessert,76.0
CE0017140,S001851,I00225,csao_reject,I00220|I00218,180,2,0,beverage,57.0
CE0017141,S001851,I00222,csao_reject,I00220|I00218,180,2,0,side,14.0
CE0017142,S001851,I00221,csao_reject,I00220|I00218,180,2,0,side,19.0
CE0017143,S001851,I00224,csao_reject,I00220|I00218,180,2,0,dessert,47.0
CE0017144,S001851,I00226,csao_reject,I00220|I00218,180,2,0,beverage,28.0
CE0017145,S001852,I04671,add,I04671,225,1,-1,,
CE0017146,S001852,I04673,csao_reject,I04671,225,1,0,side,112.0
CE0017147,S001852,I04678,csao_reject,I04671,225,1,0,beverage,150.0
CE0017148,S001852,I04676,csao_reject,I04671,225,1,0,dessert,75.0
CE0017149,S001852,I04675,csao_reject,I04671,225,1,0,dessert,125.0
CE0017150,S001852,I04677,csao_reject,I04671,225,1,0,beverage,62.0
CE0017151,S001852,I04674,csao_accept,I04671,225,1,1,side,100.0
CE0017152,S001852,I04674,add,I04671|I04674,325,2,-1,,
CE0017153,S001853,I06173,add,I06173,125,1,-1,,
CE0017154,S001853,I06179,csao_reject,I06173,125,1,0,dessert,75.0
CE0017155,S001853,I06177,csao_accept,I06173,125,1,1,side,112.0
CE0017156,S001853,I06177,add,I06173|I06177,237,2,-1,,
CE0017157,S001853,I06181,csao_reject,I06173|I06177,237,2,0,beverage,62.0
CE0017158,S001853,I06178,csao_accept,I06173|I06177,237,2,1,dessert,125.0
CE0017159,S001853,I06178,add,I06173|I06177|I06178,362,3,-1,,
CE0017160,S001853,I06180,csao_accept,I06173|I06177|I06178,362,3,1,beverage,150.0
CE0017161,S001853,I06180,add,I06173|I06177|I06178|I06180,512,4,-1,,
CE0017162,S001854,I06434,add,I06434,220,1,-1,,
CE0017163,S001854,I06432,add,I06434|I06432,528,2,-1,,
CE0017164,S001854,I06439,csao_reject,I06434|I06432,528,2,0,dessert,99.0
CE0017165,S001854,I06438,csao_reject,I06434|I06432,528,2,0,dessert,66.0
CE0017166,S001854,I06437,csao_reject,I06434|I06432,528,2,0,side,44.0
CE0017167,S001854,I06436,csao_reject,I06434|I06432,528,2,0,side,66.0
CE0017168,S001854,I06440,csao_reject,I06434|I06432,528,2,0,beverage,55.0
CE0017169,S001855,I07639,add,I07639,152,1,-1,,
CE0017170,S001855,I07645,csao_accept,I07639,152,1,1,beverage,95.0
CE0017171,S001855,I07645,add,I07639|I07645,247,2,-1,,
CE0017172,S001855,I07643,csao_reject,I07639|I07645,247,2,0,dessert,114.0
CE0017173,S001855,I07646,csao_reject,I07639|I07645,247,2,0,beverage,123.0
CE0017174,S001855,I07641,csao_accept,I07639|I07645,247,2,1,side,28.0
CE0017175,S001855,I07641,add,I07639|I07645|I07641,275,3,-1,,
CE0017176,S001855,I07644,csao_accept,I07639|I07645|I07641,275,3,1,dessert,171.0
CE0017177,S001855,I07644,add,I07639|I07645|I07641|I07644,446,4,-1,,
CE0017178,S001855,I07642,csao_accept,I07639|I07645|I07641|I07644,446,4,1,side,38.0
CE0017179,S001855,I07642,add,I07639|I07645|I07641|I07644|I07642,484,5,-1,,
CE0017180,S001856,I06566,add,I06566,112,1,-1,,
CE0017181,S001856,I06570,csao_accept,I06566,112,1,1,dessert,84.0
CE0017182,S001856,I06570,add,I06566|I06570,196,2,-1,,
CE0017183,S001856,I06568,csao_reject,I06566|I06570,196,2,0,side,42.0
CE0017184,S001856,I06571,csao_accept,I06566|I06570,196,2,1,dessert,70.0
CE0017185,S001856,I06571,add,I06566|I06570|I06571,266,3,-1,,
CE0017186,S001856,I06569,csao_reject,I06566|I06570|I06571,266,3,0,side,42.0
CE0017187,S001856,I06572,csao_reject,I06566|I06570|I06571,266,3,0,beverage,49.0
CE0017188,S001856,I06573,csao_reject,I06566|I06570|I06571,266,3,0,beverage,56.0
CE0017189,S001857,I07007,add,I07007,220,1,-1,,
CE0017190,S001857,I07011,csao_accept,I07007,220,1,1,side,132.0
CE0017191,S001857,I07011,add,I07007|I07011,352,2,-1,,
CE0017192,S001857,I07017,csao_accept,I07007|I07011,352,2,1,beverage,44.0
CE0017193,S001857,I07017,add,I07007|I07011|I07017,396,3,-1,,
CE0017194,S001857,I07012,csao_accept,I07007|I07011|I07017,396,3,1,side,121.0
CE0017195,S001857,I07012,add,I07007|I07011|I07017|I07012,517,4,-1,,
CE0017196,S001857,I07016,csao_accept,I07007|I07011|I07017|I07012,517,4,1,beverage,55.0
CE0017197,S001857,I07016,add,I07007|I07011|I07017|I07012|I07016,572,5,-1,,
CE0017198,S001857,I07015,csao_reject,I07007|I07011|I07017|I07012|I07016,572,5,0,dessert,88.0
CE0017199,S001858,I01802,add,I01802,225,1,-1,,
CE0017200,S001858,I01803,add,I01802|I01803,425,2,-1,,
CE0017201,S001858,I01808,csao_reject,I01802|I01803,425,2,0,dessert,150.0
CE0017202,S001858,I01809,csao_reject,I01802|I01803,425,2,0,beverage,162.0
CE0017203,S001858,I01810,csao_accept,I01802|I01803,425,2,1,beverage,125.0
CE0017204,S001858,I01810,add,I01802|I01803|I01810,550,3,-1,,
CE0017205,S001858,I01806,csao_reject,I01802|I01803|I01810,550,3,0,side,37.0
CE0017206,S001858,I01807,csao_reject,I01802|I01803|I01810,550,3,0,dessert,225.0
CE0017207,S001858,I01805,csao_reject,I01802|I01803|I01810,550,3,0,side,50.0
CE0017208,S001859,I06029,add,I06029,123,1,-1,,
CE0017209,S001859,I06031,add,I06029|I06031,237,2,-1,,
CE0017210,S001859,I06034,csao_reject,I06029|I06031,237,2,0,side,76.0
CE0017211,S001859,I06037,csao_reject,I06029|I06031,237,2,0,beverage,114.0
CE0017212,S001859,I06035,csao_accept,I06029|I06031,237,2,1,dessert,57.0
CE0017213,S001859,I06035,add,I06029|I06031|I06035,294,3,-1,,
CE0017214,S001859,I06036,csao_accept,I06029|I06031|I06035,294,3,1,dessert,95.0
CE0017215,S001859,I06036,add,I06029|I06031|I06035|I06036,389,4,-1,,
CE0017216,S001860,I03308,add,I03308,143,1,-1,,
CE0017217,S001860,I03315,csao_accept,I03308,143,1,1,beverage,55.0
CE0017218,S001860,I03315,add,I03308|I03315,198,2,-1,,
CE0017219,S001860,I03314,csao_accept,I03308|I03315,198,2,1,dessert,55.0
CE0017220,S001860,I03314,add,I03308|I03315|I03314,253,3,-1,,
CE0017221,S001860,I03312,csao_reject,I03308|I03315|I03314,253,3,0,side,33.0
CE0017222,S001860,I03311,csao_accept,I03308|I03315|I03314,253,3,1,side,27.0
CE0017223,S001860,I03311,add,I03308|I03315|I03314|I03311,280,4,-1,,
CE0017224,S001860,I03316,csao_reject,I03308|I03315|I03314|I03311,280,4,0,beverage,22.0
CE0017225,S001860,I03313,csao_reject,I03308|I03315|I03314|I03311,280,4,0,dessert,66.0
CE0017226,S001861,I04075,add,I04075,264,1,-1,,
CE0017227,S001861,I04079,csao_reject,I04075,264,1,0,side,110.0
CE0017228,S001861,I04080,csao_reject,I04075,264,1,0,side,99.0
CE0017229,S001861,I04085,csao_reject,I04075,264,1,0,beverage,88.0
CE0017230,S001861,I04082,csao_reject,I04075,264,1,0,dessert,198.0
CE0017231,S001861,I04081,csao_accept,I04075,264,1,1,side,154.0
CE0017232,S001861,I04081,add,I04075|I04081,418,2,-1,,
CE0017233,S001862,I06174,add,I06174,162,1,-1,,
CE0017234,S001862,I06175,add,I06174|I06175,387,2,-1,,
CE0017235,S001862,I06178,csao_accept,I06174|I06175,387,2,1,dessert,125.0
CE0017236,S001862,I06178,add,I06174|I06175|I06178,512,3,-1,,
CE0017237,S001862,I06180,csao_accept,I06174|I06175|I06178,512,3,1,beverage,150.0
CE0017238,S001862,I06180,add,I06174|I06175|I06178|I06180,662,4,-1,,
CE0017239,S001862,I06181,csao_reject,I06174|I06175|I06178|I06180,662,4,0,beverage,62.0
CE0017240,S001862,I06179,csao_accept,I06174|I06175|I06178|I06180,662,4,1,dessert,75.0
CE0017241,S001862,I06179,add,I06174|I06175|I06178|I06180|I06179,737,5,-1,,
CE0017242,S001862,I06176,csao_accept,I06174|I06175|I06178|I06180|I06179,737,5,1,side,100.0
CE0017243,S001862,I06176,add,I06174|I06175|I06178|I06180|I06179|I06176,837,6,-1,,
CE0017244,S001863,I05252,add,I05252,325,1,-1,,
CE0017245,S001863,I05256,csao_accept,I05252,325,1,1,side,150.0
CE0017246,S001863,I05256,add,I05252|I05256,475,2,-1,,
CE0017247,S001863,I05259,csao_accept,I05252|I05256,475,2,1,dessert,100.0
CE0017248,S001863,I05259,add,I05252|I05256|I05259,575,3,-1,,
CE0017249,S001863,I05255,csao_reject,I05252|I05256|I05259,575,3,0,side,112.0
CE0017250,S001863,I05261,csao_reject,I05252|I05256|I05259,575,3,0,beverage,62.0
CE0017251,S001864,I04707,add,I04707,123,1,-1,,
CE0017252,S001864,I04715,csao_accept,I04707,123,1,1,beverage,57.0
CE0017253,S001864,I04715,add,I04707|I04715,180,2,-1,,
CE0017254,S001864,I04711,csao_reject,I04707|I04715,180,2,0,side,14.0
CE0017255,S001864,I04714,csao_reject,I04707|I04715,180,2,0,beverage,28.0
CE0017256,S001864,I04710,csao_accept,I04707|I04715,180,2,1,side,19.0
CE0017257,S001864,I04710,add,I04707|I04715|I04710,199,3,-1,,
CE0017258,S001864,I04713,csao_reject,I04707|I04715|I04710,199,3,0,dessert,76.0
CE0017259,S001864,I04712,csao_reject,I04707|I04715|I04710,199,3,0,dessert,47.0
CE0017260,S001865,I03115,add,I03115,123,1,-1,,
CE0017261,S001865,I03122,csao_accept,I03115,123,1,1,beverage,47.0
CE0017262,S001865,I03122,add,I03115|I03122,170,2,-1,,
CE0017263,S001865,I03123,csao_reject,I03115|I03122,170,2,0,beverage,19.0
CE0017264,S001865,I03119,csao_reject,I03115|I03122,170,2,0,side,23.0
CE0017265,S001865,I03120,csao_reject,I03115|I03122,170,2,0,dessert,57.0
CE0017266,S001866,I01028,add,I01028,132,1,-1,,
CE0017267,S001866,I01032,csao_reject,I01028,132,1,0,dessert,66.0
CE0017268,S001866,I01031,csao_accept,I01028,132,1,1,side,33.0
CE0017269,S001866,I01031,add,I01028|I01031,165,2,-1,,
CE0017270,S001866,I01033,csao_reject,I01028|I01031,165,2,0,dessert,55.0
CE0017271,S001866,I01034,csao_reject,I01028|I01031,165,2,0,beverage,38.0
CE0017272,S001866,I01029,csao_accept,I01028|I01031,165,2,1,side,44.0
CE0017273,S001866,I01029,add,I01028|I01031|I01029,209,3,-1,,
CE0017274,S001866,I01030,csao_accept,I01028|I01031|I01029,209,3,1,side,33.0
CE0017275,S001866,I01030,add,I01028|I01031|I01029|I01030,242,4,-1,,
CE0017276,S001867,I00561,add,I00561,350,1,-1,,
CE0017277,S001867,I00560,add,I00561|I00560,437,2,-1,,
CE0017278,S001867,I00566,csao_accept,I00561|I00560,437,2,1,dessert,75.0
CE0017279,S001867,I00566,add,I00561|I00560|I00566,512,3,-1,,
CE0017280,S001867,I00562,csao_reject,I00561|I00560|I00566,512,3,0,side,37.0
CE0017281,S001867,I00564,csao_reject,I00561|I00560|I00566,512,3,0,side,50.0
CE0017282,S001867,I00567,csao_reject,I00561|I00560|I00566,512,3,0,beverage,43.0
CE0017283,S001867,I00568,csao_reject,I00561|I00560|I00566,512,3,0,beverage,50.0
CE0017284,S001867,I00563,csao_reject,I00561|I00560|I00566,512,3,0,side,37.0
CE0017285,S001867,I00565,csao_reject,I00561|I00560|I00566,512,3,0,dessert,62.0
CE0017286,S001868,I04727,add,I04727,198,1,-1,,
CE0017287,S001868,I04726,add,I04727|I04726,330,2,-1,,
CE0017288,S001868,I04733,csao_accept,I04727|I04726,330,2,1,beverage,55.0
CE0017289,S001868,I04733,add,I04727|I04726|I04733,385,3,-1,,
CE0017290,S001868,I04729,csao_reject,I04727|I04726|I04733,385,3,0,side,99.0
CE0017291,S001868,I04728,csao_accept,I04727|I04726|I04733,385,3,1,side,88.0
CE0017292,S001868,I04728,add,I04727|I04726|I04733|I04728,473,4,-1,,
CE0017293,S001868,I04731,csao_accept,I04727|I04726|I04733|I04728,473,4,1,dessert,66.0
CE0017294,S001868,I04731,add,I04727|I04726|I04733|I04728|I04731,539,5,-1,,
CE0017295,S001868,I04732,csao_reject,I04727|I04726|I04733|I04728|I04731,539,5,0,beverage,132.0
CE0017296,S001868,I04730,csao_accept,I04727|I04726|I04733|I04728|I04731,539,5,1,dessert,110.0
CE0017297,S001868,I04730,add,I04727|I04726|I04733|I04728|I04731|I04730,649,6,-1,,
CE0017298,S001869,I03905,add,I03905,308,1,-1,,
CE0017299,S001869,I03904,add,I03905|I03904,572,2,-1,,
CE0017300,S001869,I03912,csao_accept,I03905|I03904,572,2,1,dessert,198.0
CE0017301,S001869,I03912,add,I03905|I03904|I03912,770,3,-1,,
CE0017302,S001869,I03913,csao_accept,I03905|I03904|I03912,770,3,1,beverage,77.0
CE0017303,S001869,I03913,add,I03905|I03904|I03912|I03913,847,4,-1,,
CE0017304,S001869,I03910,csao_reject,I03905|I03904|I03912|I03913,847,4,0,side,154.0
CE0017305,S001869,I03914,csao_reject,I03905|I03904|I03912|I03913,847,4,0,beverage,88.0
CE0017306,S001869,I03909,csao_reject,I03905|I03904|I03912|I03913,847,4,0,side,99.0
CE0017307,S001869,I03911,csao_accept,I03905|I03904|I03912|I03913,847,4,1,dessert,176.0
CE0017308,S001869,I03911,add,I03905|I03904|I03912|I03913|I03911,1023,5,-1,,
CE0017309,S001869,I03908,csao_reject,I03905|I03904|I03912|I03913|I03911,1023,5,0,side,110.0
CE0017310,S001870,I07120,add,I07120,308,1,-1,,
CE0017311,S001870,I07127,csao_accept,I07120,308,1,1,dessert,88.0
CE0017312,S001870,I07127,add,I07120|I07127,396,2,-1,,
CE0017313,S001870,I07130,csao_reject,I07120|I07127,396,2,0,beverage,77.0
CE0017314,S001870,I07129,csao_accept,I07120|I07127,396,2,1,beverage,44.0
CE0017315,S001870,I07129,add,I07120|I07127|I07129,440,3,-1,,
CE0017316,S001870,I07123,csao_accept,I07120|I07127|I07129,440,3,1,side,66.0
CE0017317,S001870,I07123,add,I07120|I07127|I07129|I07123,506,4,-1,,
CE0017318,S001870,I07125,csao_accept,I07120|I07127|I07129|I07123,506,4,1,side,55.0
CE0017319,S001870,I07125,add,I07120|I07127|I07129|I07123|I07125,561,5,-1,,
CE0017320,S001870,I07128,csao_reject,I07120|I07127|I07129|I07123|I07125,561,5,0,dessert,66.0
CE0017321,S001871,I00571,add,I00571,187,1,-1,,
CE0017322,S001871,I00573,csao_reject,I00571,187,1,0,side,31.0
CE0017323,S001871,I00572,csao_accept,I00571,187,1,1,side,37.0
CE0017324,S001871,I00572,add,I00571|I00572,224,2,-1,,
CE0017325,S001871,I00577,csao_accept,I00571|I00572,224,2,1,beverage,62.0
CE0017326,S001871,I00577,add,I00571|I00572|I00577,286,3,-1,,
CE0017327,S001871,I00574,csao_reject,I00571|I00572|I00577,286,3,0,dessert,62.0
CE0017328,S001872,I00042,add,I00042,220,1,-1,,
CE0017329,S001872,I00048,csao_accept,I00042,220,1,1,beverage,55.0
CE0017330,S001872,I00048,add,I00042|I00048,275,2,-1,,
CE0017331,S001872,I00045,csao_reject,I00042|I00048,275,2,0,side,132.0
CE0017332,S001872,I00049,csao_reject,I00042|I00048,275,2,0,beverage,44.0
CE0017333,S001872,I00044,csao_reject,I00042|I00048,275,2,0,side,99.0
CE0017334,S001872,I00047,csao_reject,I00042|I00048,275,2,0,dessert,110.0
CE0017335,S001872,I00046,csao_reject,I00042|I00048,275,2,0,dessert,88.0
CE0017336,S001872,I00043,csao_reject,I00042|I00048,275,2,0,side,121.0
CE0017337,S001873,I05451,add,I05451,33,1,-1,,
CE0017338,S001873,I05455,csao_accept,I05451,33,1,1,dessert,88.0
CE0017339,S001873,I05455,add,I05451|I05455,121,2,-1,,
CE0017340,S001873,I05456,csao_accept,I05451|I05455,121,2,1,beverage,33.0
CE0017341,S001873,I05456,add,I05451|I05455|I05456,154,3,-1,,
CE0017342,S001873,I05457,csao_accept,I05451|I05455|I05456,154,3,1,beverage,66.0
CE0017343,S001873,I05457,add,I05451|I05455|I05456|I05457,220,4,-1,,
CE0017344,S001873,I05452,csao_accept,I05451|I05455|I05456|I05457,220,4,1,side,22.0
CE0017345,S001873,I05452,add,I05451|I05455|I05456|I05457|I05452,242,5,-1,,
CE0017346,S001874,I05878,add,I05878,350,1,-1,,
CE0017347,S001874,I05879,add,I05878|I05879,625,2,-1,,
CE0017348,S001874,I05885,csao_reject,I05878|I05879,625,2,0,beverage,50.0
CE0017349,S001874,I05884,csao_accept,I05878|I05879,625,2,1,dessert,100.0
CE0017350,S001874,I05884,add,I05878|I05879|I05884,725,3,-1,,
CE0017351,S001874,I05886,csao_accept,I05878|I05879|I05884,725,3,1,beverage,87.0
CE0017352,S001874,I05886,add,I05878|I05879|I05884|I05886,812,4,-1,,
CE0017353,S001874,I05880,csao_reject,I05878|I05879|I05884|I05886,812,4,0,side,150.0
CE0017354,S001874,I05882,csao_accept,I05878|I05879|I05884|I05886,812,4,1,side,31.0
CE0017355,S001874,I05882,add,I05878|I05879|I05884|I05886|I05882,843,5,-1,,
CE0017356,S001874,I05883,csao_accept,I05878|I05879|I05884|I05886|I05882,843,5,1,dessert,75.0
CE0017357,S001874,I05883,add,I05878|I05879|I05884|I05886|I05882|I05883,918,6,-1,,
CE0017358,S001874,I05881,csao_accept,I05878|I05879|I05884|I05886|I05882|I05883,918,6,1,side,75.0
CE0017359,S001874,I05881,add,I05878|I05879|I05884|I05886|I05882|I05883|I05881,993,7,-1,,
CE0017360,S001875,I01914,add,I01914,187,1,-1,,
CE0017361,S001875,I01912,add,I01914|I01912,349,2,-1,,
CE0017362,S001875,I01917,csao_accept,I01914|I01912,349,2,1,dessert,62.0
CE0017363,S001875,I01917,add,I01914|I01912|I01917,411,3,-1,,
CE0017364,S001875,I01920,csao_reject,I01914|I01912|I01917,411,3,0,beverage,62.0
CE0017365,S001875,I01916,csao_reject,I01914|I01912|I01917,411,3,0,side,31.0
CE0017366,S001875,I01919,csao_accept,I01914|I01912|I01917,411,3,1,beverage,25.0
CE0017367,S001875,I01919,add,I01914|I01912|I01917|I01919,436,4,-1,,
CE0017368,S001875,I01918,csao_accept,I01914|I01912|I01917|I01919,436,4,1,dessert,75.0
CE0017369,S001875,I01918,add,I01914|I01912|I01917|I01919|I01918,511,5,-1,,
CE0017370,S001875,I01915,csao_accept,I01914|I01912|I01917|I01919|I01918,511,5,1,side,37.0
CE0017371,S001875,I01915,add,I01914|I01912|I01917|I01919|I01918|I01915,548,6,-1,,
CE0017372,S001876,I05154,add,I05154,385,1,-1,,
CE0017373,S001876,I05153,add,I05154|I05153,605,2,-1,,
CE0017374,S001876,I05157,csao_reject,I05154|I05153,605,2,0,side,66.0
CE0017375,S001876,I05160,csao_accept,I05154|I05153,605,2,1,dessert,99.0
CE0017376,S001876,I05160,add,I05154|I05153|I05160,704,3,-1,,
CE0017377,S001876,I05158,csao_reject,I05154|I05153|I05160,704,3,0,side,44.0
CE0017378,S001876,I05163,csao_reject,I05154|I05153|I05160,704,3,0,beverage,77.0
CE0017379,S001876,I05159,csao_reject,I05154|I05153|I05160,704,3,0,side,88.0
CE0017380,S001876,I05162,csao_accept,I05154|I05153|I05160,704,3,1,beverage,55.0
CE0017381,S001876,I05162,add,I05154|I05153|I05160|I05162,759,4,-1,,
CE0017382,S001876,I05161,csao_reject,I05154|I05153|I05160|I05162,759,4,0,dessert,66.0
CE0017383,S001877,I06980,add,I06980,336,1,-1,,
CE0017384,S001877,I06986,csao_reject,I06980,336,1,0,beverage,112.0
CE0017385,S001877,I06985,csao_accept,I06980,336,1,1,beverage,98.0
CE0017386,S001877,I06985,add,I06980|I06985,434,2,-1,,
CE0017387,S001877,I06984,csao_accept,I06980|I06985,434,2,1,dessert,251.0
CE0017388,S001877,I06984,add,I06980|I06985|I06984,685,3,-1,,
