cart_event_id,session_id,item_id,action,cart_state,cart_value,cart_size,label,candidate_category,candidate_price,user_id,restaurant_id,timestamp,city,device,meal_time,is_weekend,day_of_week,cart_item_count,cart_has_main,cart_has_side,cart_has_dessert,cart_has_beverage,cart_category_diversity,meal_complete,meal_breakfast,meal_lunch,meal_snack,meal_dinner,meal_late_night,device_mobile,device_web,device_tablet,is_weekend_int,category,price,is_veg,actual_attach_rate,is_main,is_side,is_dessert,is_beverage,price_diff_from_cart_avg,candidate_is_side,candidate_is_dessert,candidate_is_beverage
CE0028243,S003040,I01463,csao_reject,I01459|I01460,726,2,0,side,66.0,U01463,R0146,2025-12-19 09:36:31,Delhi,web,breakfast,False,Friday,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,side,66,1,0.5,0,1,0,0,-297.0,1,0,0
CE0028244,S003040,I01464,csao_reject,I01459|I01460,726,2,0,side,132.0,U01463,R0146,2025-12-19 09:36:31,Delhi,web,breakfast,False,Friday,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,side,132,1,0.5,0,1,0,0,-231.0,1,0,0
CE0028245,S003040,I01467,csao_reject,I01459|I01460,726,2,0,beverage,44.0,U01463,R0146,2025-12-19 09:36:31,Delhi,web,breakfast,False,Friday,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,beverage,44,1,0.4444444444444444,0,0,0,1,-319.0,0,0,1
CE0028246,S003040,I01468,csao_reject,I01459|I01460,726,2,0,beverage,77.0,U01463,R0146,2025-12-19 09:36:31,Delhi,web,breakfast,False,Friday,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,beverage,77,1,0.4166666666666667,0,0,0,1,-286.0,0,0,1
CE0028247,S003040,I01465,csao_reject,I01459|I01460,726,2,0,dessert,66.0,U01463,R0146,2025-12-19 09:36:31,Delhi,web,breakfast,False,Friday,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,dessert,66,1,0.3333333333333333,0,0,1,0,-297.0,0,1,0
CE0028250,S003041,I02555,csao_accept,I02553|I02552,209,2,1,side,33.0,U01639,R0257,2026-01-05 21:41:31,Kolkata,mobile,dinner,False,Monday,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,side,33,1,0.5,0,1,0,0,-71.5,1,0,0
CE0028252,S003041,I02556,csao_accept,I02553|I02552|I02555,242,3,1,side,33.0,U01639,R0257,2026-01-05 21:41:31,Kolkata,mobile,dinner,False,Monday,3,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,side,33,1,0.5,0,1,0,0,-47.66666666666667,1,0,0
CE0028254,S003041,I02560,csao_accept,I02553|I02552|I02555|I02556,275,4,1,beverage,38.0,U01639,R0257,2026-01-05 21:41:31,Kolkata,mobile,dinner,False,Monday,4,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,beverage,38,1,0.35714285714285715,0,0,0,1,-30.75,0,0,1
CE0028256,S003041,I02558,csao_accept,I02553|I02552|I02555|I02556|I02560,313,5,1,dessert,66.0,U01639,R0257,2026-01-05 21:41:31,Kolkata,mobile,dinner,False,Monday,5,1,1,0,1,3,1,0,0,0,1,0,1,0,0,0,dessert,66,1,0.21428571428571427,0,0,1,0,3.3999999999999986,0,1,0
CE0028258,S003041,I02561,csao_reject,I02553|I02552|I02555|I02556|I02560|I02558,379,6,0,beverage,44.0,U01639,R0257,2026-01-05 21:41:31,Kolkata,mobile,dinner,False,Monday,6,1,1,1,1,4,1,0,0,0,1,0,1,0,0,0,beverage,44,1,0.07692307692307693,0,0,0,1,-19.166666666666664,0,0,1
CE0028260,S003042,I06438,csao_accept,I06432,308,1,1,dessert,66.0,U03780,R0651,2025-12-03 19:46:31,Mumbai,web,dinner,False,Wednesday,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,dessert,66,1,0.4,0,0,1,0,-242.0,0,1,0
CE0028262,S003042,I06435,csao_accept,I06432|I06438,374,2,1,side,88.0,U03780,R0651,2025-12-03 19:46:31,Mumbai,web,dinner,False,Wednesday,2,1,0,1,0,2,0,0,0,0,1,0,0,1,0,0,side,88,1,0.5,0,1,0,0,-99.0,1,0,0
CE0028264,S003042,I06441,csao_accept,I06432|I06438|I06435,462,3,1,beverage,77.0,U03780,R0651,2025-12-03 19:46:31,Mumbai,web,dinner,False,Wednesday,3,1,1,1,0,3,1,0,0,0,1,0,0,1,0,0,beverage,77,1,0.3,0,0,0,1,-77.0,0,0,1
CE0028266,S003042,I06437,csao_accept,I06432|I06438|I06435|I06441,539,4,1,side,44.0,U03780,R0651,2025-12-03 19:46:31,Mumbai,web,dinner,False,Wednesday,4,1,1,1,1,4,1,0,0,0,1,0,0,1,0,0,side,44,1,0.4,0,1,0,0,-90.75,1,0,0
CE0028268,S003042,I06436,csao_accept,I06432|I06438|I06435|I06441|I06437,583,5,1,side,66.0,U03780,R0651,2025-12-03 19:46:31,Mumbai,web,dinner,False,Wednesday,5,1,1,1,1,4,1,0,0,0,1,0,0,1,0,0,side,66,1,0.4166666666666667,0,1,0,0,-50.599999999999994,1,0,0
CE0028271,S003043,I02855,csao_reject,I02852,200,1,0,dessert,225.0,U04174,R0287,2026-02-07 15:32:31,Kolkata,mobile,snack,True,Saturday,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,dessert,225,1,0.6,0,0,1,0,25.0,0,1,0
CE0028272,S003043,I02857,csao_reject,I02852,200,1,0,beverage,162.0,U04174,R0287,2026-02-07 15:32:31,Kolkata,mobile,snack,True,Saturday,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,beverage,162,1,0.4,0,0,0,1,-38.0,0,0,1
CE0028273,S003043,I02856,csao_accept,I02852,200,1,1,dessert,150.0,U04174,R0287,2026-02-07 15:32:31,Kolkata,mobile,snack,True,Saturday,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,dessert,150,1,0.3,0,0,1,0,-50.0,0,1,0
CE0028275,S003043,I02854,csao_reject,I02852|I02856,350,2,0,side,37.0,U04174,R0287,2026-02-07 15:32:31,Kolkata,mobile,snack,True,Saturday,2,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,side,37,1,0.5,0,1,0,0,-138.0,1,0,0
CE0028276,S003043,I02858,csao_reject,I02852|I02856,350,2,0,beverage,125.0,U04174,R0287,2026-02-07 15:32:31,Kolkata,mobile,snack,True,Saturday,2,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,beverage,125,1,0.5,0,0,0,1,-50.0,0,0,1
CE0028277,S003043,I02853,csao_accept,I02852|I02856,350,2,1,side,50.0,U04174,R0287,2026-02-07 15:32:31,Kolkata,mobile,snack,True,Saturday,2,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,side,50,1,0.36363636363636365,0,1,0,0,-125.0,1,0,0
CE0028281,S003044,I04377,csao_reject,I04372|I04370,750,2,0,dessert,75.0,U00411,R0440,2026-02-23 22:50:31,Mumbai,mobile,late_night,False,Monday,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,dessert,75,1,0.25,0,0,1,0,-300.0,0,1,0
CE0028282,S003044,I04376,csao_accept,I04372|I04370,750,2,1,dessert,100.0,U00411,R0440,2026-02-23 22:50:31,Mumbai,mobile,late_night,False,Monday,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,dessert,100,1,0.3333333333333333,0,0,1,0,-275.0,0,1,0
CE0028284,S003044,I04374,csao_reject,I04372|I04370|I04376,850,3,0,side,31.0,U00411,R0440,2026-02-23 22:50:31,Mumbai,mobile,late_night,False,Monday,3,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,side,31,1,0.4,0,1,0,0,-252.33333333333331,1,0,0
CE0028285,S003044,I04378,csao_reject,I04372|I04370|I04376,850,3,0,beverage,50.0,U00411,R0440,2026-02-23 22:50:31,Mumbai,mobile,late_night,False,Monday,3,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,beverage,50,1,0.2777777777777778,0,0,0,1,-233.33333333333331,0,0,1
CE0028286,S003044,I04379,csao_accept,I04372|I04370|I04376,850,3,1,beverage,87.0,U00411,R0440,2026-02-23 22:50:31,Mumbai,mobile,late_night,False,Monday,3,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,beverage,87,1,0.5625,0,0,0,1,-196.33333333333331,0,0,1
CE0028288,S003044,I04373,csao_reject,I04372|I04370|I04376|I04379,937,4,0,side,150.0,U00411,R0440,2026-02-23 22:50:31,Mumbai,mobile,late_night,False,Monday,4,1,0,1,1,3,1,0,0,0,0,1,1,0,0,0,side,150,1,0.26666666666666666,0,1,0,0,-84.25,1,0,0
CE0028289,S003044,I04375,csao_reject,I04372|I04370|I04376|I04379,937,4,0,side,75.0,U00411,R0440,2026-02-23 22:50:31,Mumbai,mobile,late_night,False,Monday,4,1,0,1,1,3,1,0,0,0,0,1,1,0,0,0,side,75,1,0.4375,0,1,0,0,-159.25,1,0,0
CE0028291,S003045,I01061,csao_reject,I01056,171,1,0,side,104.0,U02055,R0106,2025-12-30 22:10:31,Mumbai,mobile,late_night,False,Tuesday,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,side,104,1,0.2,0,1,0,0,-67.0,1,0,0
CE0028292,S003045,I01065,csao_reject,I01056,171,1,0,beverage,47.0,U02055,R0106,2025-12-30 22:10:31,Mumbai,mobile,late_night,False,Tuesday,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,beverage,47,1,0.16666666666666666,0,0,0,1,-124.0,0,0,1
CE0028293,S003045,I01064,csao_reject,I01056,171,1,0,dessert,95.0,U02055,R0106,2025-12-30 22:10:31,Mumbai,mobile,late_night,False,Tuesday,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,dessert,95,1,0.25,0,0,1,0,-76.0,0,1,0
CE0028294,S003045,I01062,csao_reject,I01056,171,1,0,side,114.0,U02055,R0106,2025-12-30 22:10:31,Mumbai,mobile,late_night,False,Tuesday,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,side,114,1,0.5,0,1,0,0,-57.0,1,0,0
CE0028295,S003045,I01066,csao_reject,I01056,171,1,0,beverage,38.0,U02055,R0106,2025-12-30 22:10:31,Mumbai,mobile,late_night,False,Tuesday,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,beverage,38,1,0.375,0,0,0,1,-133.0,0,0,1
CE0028296,S003045,I01060,csao_reject,I01056,171,1,0,side,85.0,U02055,R0106,2025-12-30 22:10:31,Mumbai,mobile,late_night,False,Tuesday,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,side,85,1,0.5,0,1,0,0,-86.0,1,0,0
CE0028298,S003046,I03050,csao_reject,I03042,88,1,0,dessert,55.0,U04381,R0306,2026-01-31 11:34:31,Bangalore,mobile,lunch,True,Saturday,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,dessert,55,1,0.42857142857142855,0,0,1,0,-33.0,0,1,0
CE0028299,S003046,I03052,csao_accept,I03042,88,1,1,beverage,44.0,U04381,R0306,2026-01-31 11:34:31,Bangalore,mobile,lunch,True,Saturday,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,beverage,44,1,0.6666666666666666,0,0,0,1,-44.0,0,0,1
CE0028301,S003046,I03046,csao_reject,I03042|I03052,132,2,0,side,33.0,U04381,R0306,2026-01-31 11:34:31,Bangalore,mobile,lunch,True,Saturday,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,1,side,33,1,0.2857142857142857,0,1,0,0,-33.0,1,0,0
CE0028302,S003046,I03047,csao_reject,I03042|I03052,132,2,0,side,33.0,U04381,R0306,2026-01-31 11:34:31,Bangalore,mobile,lunch,True,Saturday,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,1,side,33,1,0.4,0,1,0,0,-33.0,1,0,0
CE0028303,S003046,I03048,csao_reject,I03042|I03052,132,2,0,side,44.0,U04381,R0306,2026-01-31 11:34:31,Bangalore,mobile,lunch,True,Saturday,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,1,side,44,1,0.0,0,1,0,0,-22.0,1,0,0
CE0028304,S003046,I03051,csao_reject,I03042|I03052,132,2,0,beverage,38.0,U04381,R0306,2026-01-31 11:34:31,Bangalore,mobile,lunch,True,Saturday,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,1,beverage,38,1,0.16666666666666666,0,0,0,1,-28.0,0,0,1
CE0028307,S003047,I05399,csao_accept,I05392|I05390,787,2,1,beverage,87.0,U00875,R0544,2026-02-19 17:24:31,Kolkata,mobile,snack,False,Thursday,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,beverage,87,1,0.42857142857142855,0,0,0,1,-306.5,0,0,1
CE0028309,S003047,I05393,csao_reject,I05392|I05390|I05399,874,3,0,side,125.0,U00875,R0544,2026-02-19 17:24:31,Kolkata,mobile,snack,False,Thursday,3,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,side,125,1,0.4166666666666667,0,1,0,0,-166.33333333333331,1,0,0
CE0028310,S003047,I05397,csao_reject,I05392|I05390|I05399,874,3,0,dessert,225.0,U00875,R0544,2026-02-19 17:24:31,Kolkata,mobile,snack,False,Thursday,3,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,dessert,225,1,0.23076923076923078,0,0,1,0,-66.33333333333331,0,1,0
CE0028311,S003047,I05394,csao_accept,I05392|I05390|I05399,874,3,1,side,175.0,U00875,R0544,2026-02-19 17:24:31,Kolkata,mobile,snack,False,Thursday,3,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,side,175,1,0.5454545454545454,0,1,0,0,-116.33333333333331,1,0,0
CE0028313,S003047,I05398,csao_accept,I05392|I05390|I05399|I05394,1049,4,1,beverage,100.0,U00875,R0544,2026-02-19 17:24:31,Kolkata,mobile,snack,False,Thursday,4,1,1,0,1,3,1,0,0,1,0,0,1,0,0,0,beverage,100,1,0.4666666666666667,0,0,0,1,-162.25,0,0,1
CE0028316,S003048,I04156,csao_reject,I04147,350,1,0,beverage,100.0,U03018,R0417,2026-01-15 19:06:31,Hyderabad,mobile,dinner,False,Thursday,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,beverage,100,1,0.6,0,0,0,1,-250.0,0,0,1
CE0028317,S003048,I04151,csao_accept,I04147,350,1,1,side,125.0,U03018,R0417,2026-01-15 19:06:31,Hyderabad,mobile,dinner,False,Thursday,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,side,125,1,0.3333333333333333,0,1,0,0,-225.0,1,0,0
CE0028319,S003048,I04150,csao_accept,I04147|I04151,475,2,1,side,175.0,U03018,R0417,2026-01-15 19:06:31,Hyderabad,mobile,dinner,False,Thursday,2,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,side,175,1,0.3333333333333333,0,1,0,0,-62.5,1,0,0
CE0028321,S003048,I04152,csao_reject,I04147|I04151|I04150,650,3,0,side,112.0,U03018,R0417,2026-01-15 19:06:31,Hyderabad,mobile,dinner,False,Thursday,3,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,side,112,1,0.36363636363636365,0,1,0,0,-104.66666666666666,1,0,0
CE0028323,S003049,I01864,csao_reject,I01857,308,1,0,dessert,55.0,U03571,R0186,2025-11-30 12:57:31,Delhi,mobile,lunch,True,Sunday,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,dessert,55,1,0.2727272727272727,0,0,1,0,-253.0,0,1,0
CE0028324,S003049,I01862,csao_reject,I01857,308,1,0,side,33.0,U03571,R0186,2025-11-30 12:57:31,Delhi,mobile,lunch,True,Sunday,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,side,33,1,0.5454545454545454,0,1,0,0,-275.0,1,0,0
CE0028325,S003049,I01861,csao_reject,I01857,308,1,0,side,33.0,U03571,R0186,2025-11-30 12:57:31,Delhi,mobile,lunch,True,Sunday,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,side,33,1,0.46153846153846156,0,1,0,0,-275.0,1,0,0
CE0028326,S003049,I01866,csao_reject,I01857,308,1,0,beverage,44.0,U03571,R0186,2025-11-30 12:57:31,Delhi,mobile,lunch,True,Sunday,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,beverage,44,1,0.38461538461538464,0,0,0,1,-264.0,0,0,1
CE0028327,S003049,I01860,csao_accept,I01857,308,1,1,side,44.0,U03571,R0186,2025-11-30 12:57:31,Delhi,mobile,lunch,True,Sunday,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,side,44,1,0.36363636363636365,0,1,0,0,-264.0,1,0,0
CE0028329,S003049,I01865,csao_accept,I01857|I01860,352,2,1,beverage,38.0,U03571,R0186,2025-11-30 12:57:31,Delhi,mobile,lunch,True,Sunday,2,1,1,0,0,2,0,0,1,0,0,0,1,0,0,1,beverage,38,1,0.4444444444444444,0,0,0,1,-138.0,0,0,1
CE0028331,S003049,I01863,csao_reject,I01857|I01860|I01865,390,3,0,dessert,66.0,U03571,R0186,2025-11-30 12:57:31,Delhi,mobile,lunch,True,Sunday,3,1,1,0,1,3,1,0,1,0,0,0,1,0,0,1,dessert,66,1,0.45454545454545453,0,0,1,0,-64.0,0,1,0
CE0028334,S003050,I05758,csao_reject,I05756|I05755,324,2,0,side,37.0,U01285,R0582,2026-01-30 09:42:31,Mumbai,web,breakfast,False,Friday,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,side,37,1,0.4166666666666667,0,1,0,0,-125.0,1,0,0
CE0028335,S003050,I05759,csao_reject,I05756|I05755,324,2,0,side,31.0,U01285,R0582,2026-01-30 09:42:31,Mumbai,web,breakfast,False,Friday,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,side,31,1,0.3333333333333333,0,1,0,0,-131.0,1,0,0
CE0028336,S003050,I05760,csao_reject,I05756|I05755,324,2,0,dessert,75.0,U01285,R0582,2026-01-30 09:42:31,Mumbai,web,breakfast,False,Friday,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,dessert,75,1,0.15384615384615385,0,0,1,0,-87.0,0,1,0
CE0028337,S003050,I05761,csao_reject,I05756|I05755,324,2,0,dessert,62.0,U01285,R0582,2026-01-30 09:42:31,Mumbai,web,breakfast,False,Friday,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,dessert,62,1,0.23076923076923078,0,0,1,0,-100.0,0,1,0
CE0028338,S003050,I05762,csao_reject,I05756|I05755,324,2,0,beverage,62.0,U01285,R0582,2026-01-30 09:42:31,Mumbai,web,breakfast,False,Friday,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,beverage,62,1,0.23076923076923078,0,0,0,1,-100.0,0,0,1
CE0028339,S003050,I05763,csao_accept,I05756|I05755,324,2,1,beverage,25.0,U01285,R0582,2026-01-30 09:42:31,Mumbai,web,breakfast,False,Friday,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,beverage,25,1,0.3076923076923077,0,0,0,1,-137.0,0,0,1
CE0028342,S003051,I05973,csao_accept,I05969,225,1,1,dessert,225.0,U04057,R0604,2025-12-22 22:13:31,Pune,mobile,late_night,False,Monday,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,dessert,225,1,0.3333333333333333,0,0,1,0,0.0,0,1,0
CE0028344,S003051,I05970,csao_reject,I05969|I05973,450,2,0,side,37.0,U04057,R0604,2025-12-22 22:13:31,Pune,mobile,late_night,False,Monday,2,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,side,37,1,0.3333333333333333,0,1,0,0,-188.0,1,0,0
CE0028345,S003051,I05975,csao_accept,I05969|I05973,450,2,1,beverage,162.0,U04057,R0604,2025-12-22 22:13:31,Pune,mobile,late_night,False,Monday,2,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,beverage,162,1,0.5,0,0,0,1,-63.0,0,0,1
CE0028347,S003051,I05974,csao_accept,I05969|I05973|I05975,612,3,1,beverage,125.0,U04057,R0604,2025-12-22 22:13:31,Pune,mobile,late_night,False,Monday,3,1,0,1,1,3,1,0,0,0,0,1,1,0,0,0,beverage,125,1,0.6,0,0,0,1,-79.0,0,0,1
CE0028349,S003051,I05972,csao_reject,I05969|I05973|I05975|I05974,737,4,0,dessert,150.0,U04057,R0604,2025-12-22 22:13:31,Pune,mobile,late_night,False,Monday,4,1,0,1,1,3,1,0,0,0,0,1,1,0,0,0,dessert,150,1,0.08333333333333333,0,0,1,0,-34.25,0,1,0
CE0028350,S003051,I05971,csao_reject,I05969|I05973|I05975|I05974,737,4,0,side,50.0,U04057,R0604,2025-12-22 22:13:31,Pune,mobile,late_night,False,Monday,4,1,0,1,1,3,1,0,0,0,0,1,1,0,0,0,side,50,1,0.3333333333333333,0,1,0,0,-134.25,1,0,0
CE0028353,S003052,I02849,csao_reject,I02842|I02843,350,2,0,beverage,168.0,U04366,R0286,2026-01-19 18:37:31,Delhi,mobile,dinner,False,Monday,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,beverage,168,1,0.2727272727272727,0,0,0,1,-7.0,0,0,1
CE0028354,S003052,I02845,csao_accept,I02842|I02843,350,2,1,side,112.0,U04366,R0286,2026-01-19 18:37:31,Delhi,mobile,dinner,False,Monday,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,side,112,1,0.7142857142857143,0,1,0,0,-63.0,1,0,0
CE0028356,S003052,I02846,csao_accept,I02842|I02843|I02845,462,3,1,dessert,84.0,U04366,R0286,2026-01-19 18:37:31,Delhi,mobile,dinner,False,Monday,3,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,dessert,84,1,0.5454545454545454,0,0,1,0,-70.0,0,1,0
CE0028358,S003052,I02844,csao_accept,I02842|I02843|I02845|I02846,546,4,1,side,125.0,U04366,R0286,2026-01-19 18:37:31,Delhi,mobile,dinner,False,Monday,4,1,1,1,0,3,1,0,0,0,1,0,1,0,0,0,side,125,1,0.2,0,1,0,0,-11.5,1,0,0
CE0028360,S003052,I02847,csao_accept,I02842|I02843|I02845|I02846|I02844,671,5,1,dessert,140.0,U04366,R0286,2026-01-19 18:37:31,Delhi,mobile,dinner,False,Monday,5,1,1,1,0,3,1,0,0,0,1,0,1,0,0,0,dessert,140,1,0.5454545454545454,0,0,1,0,5.800000000000011,0,1,0
CE0028362,S003052,I02848,csao_reject,I02842|I02843|I02845|I02846|I02844|I02847,811,6,0,beverage,70.0,U04366,R0286,2026-01-19 18:37:31,Delhi,mobile,dinner,False,Monday,6,1,1,1,0,3,1,0,0,0,1,0,1,0,0,0,beverage,70,1,0.1111111111111111,0,0,0,1,-65.16666666666666,0,0,1
CE0028364,S003053,I07566,csao_accept,I07561,350,1,1,dessert,75.0,U01344,R0765,2025-11-29 16:02:31,Kolkata,mobile,snack,True,Saturday,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,dessert,75,1,0.2727272727272727,0,0,1,0,-275.0,0,1,0
CE0028366,S003053,I07562,csao_reject,I07561|I07566,425,2,0,side,75.0,U01344,R0765,2025-11-29 16:02:31,Kolkata,mobile,snack,True,Saturday,2,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,side,75,1,0.5384615384615384,0,1,0,0,-137.5,1,0,0
CE0028367,S003053,I07563,csao_accept,I07561|I07566,425,2,1,side,100.0,U01344,R0765,2025-11-29 16:02:31,Kolkata,mobile,snack,True,Saturday,2,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,side,100,1,0.6666666666666666,0,1,0,0,-112.5,1,0,0
CE0028369,S003053,I07568,csao_reject,I07561|I07566|I07563,525,3,0,beverage,62.0,U01344,R0765,2025-11-29 16:02:31,Kolkata,mobile,snack,True,Saturday,3,1,1,1,0,3,1,0,0,1,0,0,1,0,0,1,beverage,62,1,0.18181818181818182,0,0,0,1,-113.0,0,0,1
CE0028370,S003053,I07564,csao_reject,I07561|I07566|I07563,525,3,0,side,50.0,U01344,R0765,2025-11-29 16:02:31,Kolkata,mobile,snack,True,Saturday,3,1,1,1,0,3,1,0,0,1,0,0,1,0,0,1,side,50,1,0.25,0,1,0,0,-125.0,1,0,0
CE0028371,S003053,I07567,csao_reject,I07561|I07566|I07563,525,3,0,beverage,87.0,U01344,R0765,2025-11-29 16:02:31,Kolkata,mobile,snack,True,Saturday,3,1,1,1,0,3,1,0,0,1,0,0,1,0,0,1,beverage,87,1,0.38461538461538464,0,0,0,1,-88.0,0,0,1
CE0028372,S003053,I07565,csao_reject,I07561|I07566|I07563,525,3,0,dessert,112.0,U01344,R0765,2025-11-29 16:02:31,Kolkata,mobile,snack,True,Saturday,3,1,1,1,0,3,1,0,0,1,0,0,1,0,0,1,dessert,112,1,0.46153846153846156,0,0,1,0,-63.0,0,1,0
CE0028374,S003054,I00261,csao_accept,I00259,198,1,1,side,33.0,U01773,R0026,2026-01-13 21:07:31,Bangalore,mobile,dinner,False,Tuesday,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,side,33,1,0.4166666666666667,0,1,0,0,-165.0,1,0,0
CE0028376,S003054,I00263,csao_accept,I00259|I00261,231,2,1,dessert,198.0,U01773,R0026,2026-01-13 21:07:31,Bangalore,mobile,dinner,False,Tuesday,2,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,dessert,198,1,0.375,0,0,1,0,82.5,0,1,0
CE0028378,S003054,I00264,csao_reject,I00259|I00261|I00263,429,3,0,dessert,132.0,U01773,R0026,2026-01-13 21:07:31,Bangalore,mobile,dinner,False,Tuesday,3,1,1,1,0,3,1,0,0,0,1,0,1,0,0,0,dessert,132,1,0.25,0,0,1,0,-11.0,0,1,0
CE0028379,S003054,I00265,csao_accept,I00259|I00261|I00263,429,3,1,beverage,110.0,U01773,R0026,2026-01-13 21:07:31,Bangalore,mobile,dinner,False,Tuesday,3,1,1,1,0,3,1,0,0,0,1,0,1,0,0,0,beverage,110,1,0.46153846153846156,0,0,0,1,-33.0,0,0,1
CE0028381,S003054,I00262,csao_accept,I00259|I00261|I00263|I00265,539,4,1,side,44.0,U01773,R0026,2026-01-13 21:07:31,Bangalore,mobile,dinner,False,Tuesday,4,1,1,1,1,4,1,0,0,0,1,0,1,0,0,0,side,44,1,0.3125,0,1,0,0,-90.75,1,0,0
CE0028385,S003055,I00047,csao_reject,I00041|I00040,385,2,0,dessert,110.0,U04881,R0005,2026-01-09 15:20:31,Pune,mobile,snack,False,Friday,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,dessert,110,1,0.2,0,0,1,0,-82.5,0,1,0
CE0028386,S003055,I00044,csao_reject,I00041|I00040,385,2,0,side,99.0,U04881,R0005,2026-01-09 15:20:31,Pune,mobile,snack,False,Friday,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,side,99,1,0.46153846153846156,0,1,0,0,-93.5,1,0,0
CE0028387,S003055,I00045,csao_accept,I00041|I00040,385,2,1,side,132.0,U04881,R0005,2026-01-09 15:20:31,Pune,mobile,snack,False,Friday,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,side,132,1,0.3333333333333333,0,1,0,0,-60.5,1,0,0
CE0028389,S003055,I00046,csao_accept,I00041|I00040|I00045,517,3,1,dessert,88.0,U04881,R0005,2026-01-09 15:20:31,Pune,mobile,snack,False,Friday,3,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,dessert,88,1,0.5384615384615384,0,0,1,0,-84.33333333333334,0,1,0
CE0028391,S003055,I00048,csao_reject,I00041|I00040|I00045|I00046,605,4,0,beverage,55.0,U04881,R0005,2026-01-09 15:20:31,Pune,mobile,snack,False,Friday,4,1,1,1,0,3,1,0,0,1,0,0,1,0,0,0,beverage,55,1,0.36363636363636365,0,0,0,1,-96.25,0,0,1
